Doc,Obls,Score,Rank
Phreesa,"{'unmatchedList1': [], 'unmatchedList2': [], 'identical': [[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [11, 11], [12, 12], [13, 13], [14, 14], [15, 15], [16, 16], [17, 17], [18, 18], [19, 19], [20, 20], [21, 21], [22, 22]], 'opposite': []}",1.0
Rocket,"{'unmatchedList1': [], 'unmatchedList2': [], 'identical': [[0, 0], [1, 0], [2, 1], [3, 2], [4, 3], [5, 4], [6, 5], [7, 6], [8, 7], [9, 8], [10, 9], [11, 8], [12, 9], [13, 8], [14, 9], [15, 10], [16, 11], [17, 12], [18, 13], [19, 12], [20, 13], [21, 12], [22, 13]], 'opposite': []}",1.0,1
Chiasma,"{'unmatchedList1': [], 'unmatchedList2': [], 'identical': [[0, 0], [1, 0], [2, 1], [3, 2], [4, 3], [5, 4], [6, 5], [7, 6], [8, 7], [9, 8], [10, 13], [11, 9], [11, 10], [11, 11], [12, 14], [12, 15], [12, 16], [13, 12], [14, 17], [15, 18], [16, 19], [17, 20], [18, 25], [19, 21], [19, 22], [19, 23], [20, 26], [20, 27], [20, 28], [21, 24], [22, 29]], 'opposite': []}",1.0,1
Verastem,"{'unmatchedList1': [23], 'unmatchedList2': [], 'identical': [[0, 0], [1, 1], [2, 2], [2, 3], [3, 4], [3, 5], [4, 6], [4, 7], [5, 8], [5, 9], [6, 10], [6, 11], [7, 12], [8, 13], [9, 14], [10, 15], [11, 16], [12, 17], [11, 18], [12, 19], [11, 20], [12, 21], [13, 22], [14, 23], [15, 24], [16, 25], [17, 26], [18, 27], [19, 28], [20, 29], [19, 30], [20, 31], [19, 32], [20, 33], [21, 34], [22, 35]], 'opposite': []}",0.972972972972973,2
United Surgical Partners,"{'unmatchedList1': [2], 'unmatchedList2': [], 'identical': [[0, 0], [0, 1], [1, 0], [1, 1], [3, 2], [4, 2], [5, 2], [6, 3], [8, 4], [7, 5], [11, 7], [9, 7], [13, 7], [12, 6], [10, 6], [14, 6], [16, 8], [15, 9], [20, 11], [17, 11], [22, 11], [19, 10], [18, 10], [21, 10]], 'opposite': []}",0.96,3
Ironwood,"{'unmatchedList1': [2, 23], 'unmatchedList2': [1], 'identical': [[0, 0], [1, 0], [3, 2], [4, 2], [5, 2], [6, 3], [7, 4], [8, 4], [9, 4], [10, 4], [11, 4], [12, 4], [13, 4], [14, 4], [15, 5], [16, 5], [17, 5], [18, 5], [19, 5], [20, 5], [21, 5], [22, 5]], 'opposite': []}",0.88,4
Phio Pharm,"{'unmatchedList1': [2, 23], 'unmatchedList2': [2], 'identical': [[0, 0], [1, 1], [3, 3], [4, 4], [5, 5], [6, 6], [8, 7], [10, 7], [12, 7], [14, 7], [7, 8], [9, 8], [11, 8], [13, 8], [16, 9], [18, 9], [20, 9], [22, 9], [15, 10], [17, 10], [19, 10], [21, 10]], 'opposite': []}",0.88,4
Abiomed,"{'unmatchedList1': [2], 'unmatchedList2': [1, 2, 18, 19], 'identical': [[0, 0], [1, 0], [3, 3], [4, 4], [5, 5], [6, 6], [7, 8], [8, 7], [9, 16], [10, 11], [11, 17], [12, 12], [12, 13], [12, 14], [13, 20], [14, 15], [15, 10], [16, 9], [17, 16], [18, 11], [19, 17], [20, 12], [20, 13], [20, 14], [21, 20], [22, 15]], 'opposite': []}",0.8387096774193549,5
Two Contracts,"{'unmatchedList1': [11, 12, 19, 20], 'unmatchedList2': [16, 17, 18, 19, 20, 21, 28, 29, 30, 31, 32], 'identical': [[0, 0], [1, 1], [2, 2], [2, 3], [3, 4], [3, 5], [4, 6], [4, 7], [5, 8], [5, 9], [6, 10], [6, 11], [7, 13], [8, 12], [9, 15], [10, 14], [13, 23], [14, 22], [15, 25], [16, 24], [17, 27], [18, 26], [21, 34], [22, 33]], 'opposite': []}",0.6153846153846154,6
Alibero,"{'unmatchedList1': [11, 12, 19, 20, 23], 'unmatchedList2': [6, 8, 13, 14, 15, 16, 17, 18, 25, 26, 27, 28, 29, 30], 'identical': [[0, 0], [1, 0], [2, 1], [3, 2], [4, 3], [5, 4], [6, 5], [6, 7], [8, 9], [7, 10], [10, 11], [9, 12], [14, 19], [13, 20], [16, 21], [15, 22], [18, 23], [17, 24], [22, 31], [21, 32]], 'opposite': []}",0.5128205128205128,7
Rezolute,"{'unmatchedList1': [2, 11, 12, 13, 19, 20, 21, 23], 'unmatchedList2': [6, 7, 8, 9, 13, 14, 15, 18, 19, 20, 21, 25, 26, 27, 30, 31, 32, 33], 'identical': [[0, 0], [1, 1], [3, 2], [4, 3], [5, 4], [6, 5], [8, 10], [7, 11], [10, 12], [14, 16], [9, 17], [15, 22], [16, 23], [18, 24], [22, 28], [17, 29]], 'opposite': []}",0.38095238095238093,8
