Doc,Obls,Score,Rank
Neuralstem,"{'unmatchedList1': [], 'unmatchedList2': [], 'identical': [[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [11, 11], [12, 12], [13, 13], [14, 14], [15, 15], [16, 16], [17, 17], [18, 18]], 'opposite': []}",1.0
Delcath,"{'unmatchedList1': [18], 'unmatchedList2': [], 'identical': [[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 9], [11, 10], [12, 11], [13, 12], [14, 13], [15, 14], [16, 15], [17, 16]], 'opposite': []}",0.9473684210526315,1
Dicerna,"{'unmatchedList1': [17, 18], 'unmatchedList2': [], 'identical': [[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [11, 11], [12, 12], [13, 13], [14, 14], [15, 15], [16, 16]], 'opposite': []}",0.8947368421052632,2
Plug Power,"{'unmatchedList1': [9, 11, 16, 18], 'unmatchedList2': [10, 15], 'identical': [[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [10, 9], [12, 11], [13, 12], [14, 13], [15, 14], [17, 16]], 'opposite': []}",0.7142857142857143,3
Tandem Diabetes,"{'unmatchedList1': [8, 14, 15, 16, 17, 18], 'unmatchedList2': [], 'identical': [[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [10, 9], [11, 10], [12, 11], [13, 12], [9, 8]], 'opposite': []}",0.6842105263157895,4
Leap,"{'unmatchedList1': [3, 6, 7, 9, 10, 11, 12, 17, 18], 'unmatchedList2': [4, 5, 8, 9, 10, 11], 'identical': [[0, 0], [1, 1], [2, 2], [4, 3], [5, 3], [8, 3], [13, 6], [14, 6], [15, 6], [16, 7]], 'opposite': []}",0.4,5
Helios and Matheson,"{'unmatchedList1': [6, 7, 9, 11, 13, 14, 15, 16, 18], 'unmatchedList2': [6, 8, 10, 12, 13, 14, 15], 'identical': [[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [8, 7], [10, 9], [12, 11], [17, 16]], 'opposite': []}",0.38461538461538464,6
EnerCore,"{'unmatchedList1': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 18], 'unmatchedList2': [0], 'identical': [[11, 1], [12, 2], [13, 3], [14, 4], [15, 5], [16, 6], [17, 7]], 'opposite': []}",0.35,7
BioPharmX,"{'unmatchedList1': [3, 4, 5, 9, 12, 13, 14, 15, 16, 18], 'unmatchedList2': [3, 4, 5, 9, 12, 13, 14, 15, 16], 'identical': [[0, 0], [1, 1], [2, 2], [6, 6], [7, 7], [8, 8], [10, 10], [11, 11], [17, 17]], 'opposite': []}",0.32142857142857145,8
Gevo,"{'unmatchedList1': [1, 2, 3, 5, 8, 9, 12, 13, 14, 15, 18], 'unmatchedList2': [4, 5, 6, 10, 11, 12], 'identical': [[0, 0], [6, 1], [7, 2], [4, 3], [10, 7], [11, 8], [16, 9], [17, 13]], 'opposite': []}",0.32,9
FuelCell,"{'unmatchedList1': [6, 7, 9, 11, 12, 13, 14, 15, 16, 18], 'unmatchedList2': [7, 8, 10, 11, 12, 13, 14, 15, 16, 17], 'identical': [[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [8, 6], [10, 9], [17, 18]], 'opposite': []}",0.3103448275862069,10
Axion,"{'unmatchedList1': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 18], 'unmatchedList2': [0, 2], 'identical': [[11, 1], [17, 3]], 'opposite': []}",0.09523809523809523,11
Carbon Energy,"{'unmatchedList1': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18], 'unmatchedList2': [0, 2], 'identical': [[11, 1]], 'opposite': []}",0.047619047619047616,12
