Doc,Obls,Score,Rank
2 from Sanchez,"{'unmatchedList1': [], 'unmatchedList2': [], 'identical': [[0, 0], [1, 1]], 'opposite': []}",1.0
Mammoth,"{'unmatchedList1': [], 'unmatchedList2': [1], 'identical': [[0, 0], [1, 2]], 'opposite': []}",0.6666666666666666,1
Earthstone,"{'unmatchedList1': [], 'unmatchedList2': [0], 'identical': [[0, 1], [1, 2]], 'opposite': []}",0.6666666666666666,1
Gulfport,"{'unmatchedList1': [], 'unmatchedList2': [1, 3], 'identical': [[0, 0], [1, 2]], 'opposite': []}",0.5,2
Frontier,"{'unmatchedList1': [], 'unmatchedList2': [0, 2, 3], 'identical': [[0, 1], [1, 4], [1, 5]], 'opposite': []}",0.5,2
Kinmed,"{'unmatchedList1': [], 'unmatchedList2': [0, 3, 4], 'identical': [[0, 1], [1, 2]], 'opposite': []}",0.4,3
TTM,"{'unmatchedList1': [1], 'unmatchedList2': [0, 1], 'identical': [[0, 2]], 'opposite': []}",0.25,4
Inseego,"{'unmatchedList1': [0], 'unmatchedList2': [0, 1], 'identical': [[1, 2]], 'opposite': []}",0.25,4
Entellus,"{'unmatchedList1': [0], 'unmatchedList2': [0, 1], 'identical': [[1, 2]], 'opposite': []}",0.25,4
Angel Pond,"{'unmatchedList1': [1], 'unmatchedList2': [0, 1], 'identical': [[0, 2]], 'opposite': []}",0.25,4
Opgen,"{'unmatchedList1': [0], 'unmatchedList2': [0, 1, 3, 4], 'identical': [[1, 2]], 'opposite': []}",0.16666666666666666,5
Gi Dynamics,"{'unmatchedList1': [0], 'unmatchedList2': [0, 1, 3, 4, 5], 'identical': [[1, 2]], 'opposite': []}",0.14285714285714285,6
Cytodin,"{'unmatchedList1': [0], 'unmatchedList2': [0, 1, 3, 4, 5], 'identical': [[1, 2]], 'opposite': []}",0.14285714285714285,6
