Doc,Obls,Score,Rank
Neuralstem,"{'unmatchedList1': [], 'unmatchedList2': [], 'identical': [[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [11, 11], [12, 12], [13, 13], [14, 14], [15, 15], [16, 16], [17, 17], [18, 18], [19, 19], [20, 20], [21, 21], [22, 22], [23, 23], [24, 24], [25, 25], [26, 26], [27, 27]], 'opposite': []}",1.0
Delcath,"{'unmatchedList1': [24, 25, 26, 27], 'unmatchedList2': [], 'identical': [[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [11, 11], [12, 12], [13, 13], [14, 14], [15, 15], [16, 16], [17, 17], [18, 18], [19, 19], [20, 20], [21, 21], [22, 22], [23, 23]], 'opposite': []}",0.8571428571428571,1
Dicerna,"{'unmatchedList1': [21, 22, 23, 24, 25, 26, 27], 'unmatchedList2': [], 'identical': [[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [11, 11], [12, 12], [13, 13], [14, 14], [15, 15], [16, 16], [17, 17], [18, 18], [19, 19], [20, 20]], 'opposite': []}",0.75,2
Helios and Matheson,"{'unmatchedList1': [6, 7, 8, 10, 16, 17, 25, 26, 27, 28], 'unmatchedList2': [1, 9, 12, 14, 15, 19, 20, 21, 22, 26, 27], 'identical': [[0, 0], [1, 2], [1, 3], [1, 4], [1, 5], [2, 6], [2, 7], [2, 8], [3, 9], [4, 10], [5, 11], [9, 13], [11, 16], [12, 17], [13, 18], [14, 19], [15, 20], [15, 21], [15, 22], [18, 23], [19, 24], [20, 25], [21, 28], [22, 29], [23, 29], [24, 29]], 'opposite': []}",0.5531914893617021,3
Tandem Diabetes,"{'unmatchedList1': [7, 8, 9, 10, 13, 18, 20, 21, 22, 23, 24, 25, 26, 27], 'unmatchedList2': [7, 8, 11], 'identical': [[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [11, 9], [12, 10], [14, 10], [15, 12], [16, 13], [17, 14], [17, 15], [19, 16]], 'opposite': []}",0.46875,4
Gevo,"{'unmatchedList1': [1, 2, 3, 5, 9, 10, 23, 24, 25, 26, 27], 'unmatchedList2': [5, 6, 7, 9, 13, 19, 20, 21, 22, 23], 'identical': [[0, 0], [6, 1], [7, 2], [8, 3], [4, 4], [11, 8], [12, 10], [13, 11], [14, 12], [15, 14], [16, 15], [17, 16], [18, 17], [19, 18], [20, 24], [21, 25], [22, 26]], 'opposite': []}",0.4473684210526316,5
Plug Power,"{'unmatchedList1': [1, 2, 10, 12, 14, 15, 19, 23, 24, 25, 26, 27], 'unmatchedList2': [1, 2, 10, 12, 14, 15, 16, 20], 'identical': [[0, 0], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [11, 11], [13, 13], [16, 17], [17, 18], [18, 19], [20, 21], [21, 22], [22, 23]], 'opposite': []}",0.4444444444444444,6
FuelCell,"{'unmatchedList1': [6, 7, 8, 12, 14, 15, 16, 17, 24, 25, 26, 27], 'unmatchedList2': [7, 10, 12, 13, 14, 15, 16, 20, 21, 22, 23], 'identical': [[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [9, 6], [10, 8], [11, 9], [13, 11], [18, 17], [19, 18], [20, 19], [21, 24], [22, 25], [23, 26]], 'opposite': []}",0.41025641025641024,7
BioPharmX,"{'unmatchedList1': [3, 4, 5, 14, 15, 16, 17, 18, 19, 24, 25, 26, 27], 'unmatchedList2': [3, 4, 5, 14, 15, 16, 17, 18, 19, 20], 'identical': [[0, 0], [1, 1], [2, 2], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [11, 11], [12, 12], [13, 13], [20, 21], [21, 22], [22, 23], [23, 24]], 'opposite': []}",0.39473684210526316,8
EnerCore,"{'unmatchedList1': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 23, 24, 25, 26, 27, 28], 'unmatchedList2': [0], 'identical': [[12, 1], [13, 2], [14, 3], [15, 4], [15, 5], [16, 6], [17, 7], [18, 8], [19, 9], [20, 10], [21, 11], [22, 12]], 'opposite': []}",0.3870967741935484,9
Leap,"{'unmatchedList1': [6, 7, 8, 12, 13, 14, 16, 17, 18, 20, 21, 22, 23, 24, 25, 26, 27, 28], 'unmatchedList2': [7, 10, 11, 13, 14, 15, 17, 18, 19, 20], 'identical': [[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [9, 6], [10, 8], [11, 9], [15, 12], [19, 16]], 'opposite': []}",0.28205128205128205,10
Carbon Energy,"{'unmatchedList1': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27], 'unmatchedList2': [0, 5, 8], 'identical': [[12, 1], [14, 2], [14, 3], [13, 2], [13, 3], [15, 4], [16, 6], [16, 7]], 'opposite': []}",0.23529411764705882,11
Axion,"{'unmatchedList1': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19, 23, 24, 25, 26, 27], 'unmatchedList2': [0, 4], 'identical': [[12, 1], [13, 2], [13, 3], [20, 5], [21, 6], [22, 7]], 'opposite': []}",0.1935483870967742,12
