Doc,Obls,Score,Rank
Vistas,"{'unmatchedList1': [], 'unmatchedList2': [], 'identical': [[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8]], 'opposite': []}",1.0
Distoken,"{'unmatchedList1': [2, 5, 6], 'unmatchedList2': [], 'identical': [[0, 0], [1, 1], [1, 2], [0, 3], [1, 3], [0, 4], [1, 4], [3, 5], [4, 5], [7, 6], [8, 7]], 'opposite': []}",0.7857142857142857,1
3 from 2 (1),"{'unmatchedList1': [8], 'unmatchedList2': [6, 9], 'identical': [[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 7], [7, 8]], 'opposite': []}",0.7272727272727273,2
6 from 3,"{'unmatchedList1': [], 'unmatchedList2': [11, 12, 13, 14, 15, 16], 'identical': [[0, 0], [1, 1], [0, 2], [1, 2], [0, 3], [1, 3], [2, 4], [3, 5], [4, 6], [5, 7], [6, 8], [7, 9], [8, 10]], 'opposite': []}",0.6842105263157895,3
Northview,"{'unmatchedList1': [2], 'unmatchedList2': [8, 9, 10, 11, 12, 13, 14, 15, 16, 17], 'identical': [[0, 0], [1, 1], [1, 2], [0, 3], [1, 3], [0, 4], [1, 4], [3, 5], [4, 5], [5, 7], [6, 6], [7, 6], [8, 7]], 'opposite': []}",0.5416666666666666,4
8 from 3,"{'unmatchedList1': [8], 'unmatchedList2': [8, 9, 10, 11, 12, 13, 14], 'identical': [[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7]], 'opposite': []}",0.5,5
Global Blockchain,"{'unmatchedList1': [2, 3, 4, 6, 7], 'unmatchedList2': [3, 4, 5, 6, 7, 8, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51], 'identical': [[0, 0], [1, 1], [1, 2], [2, 9], [3, 9], [4, 9], [5, 11], [6, 10], [7, 10], [8, 12]], 'opposite': []}",0.16666666666666666,6
Sportsmap,"{'unmatchedList1': [3, 4, 5, 6, 7, 8], 'unmatchedList2': [2, 3, 4, 5, 6, 7, 8, 9, 10], 'identical': [[0, 0], [1, 0], [2, 1]], 'opposite': []}",0.16666666666666666,6
2 from 2,"{'unmatchedList1': [2, 3, 4, 5, 6, 7, 8], 'unmatchedList2': [1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14], 'identical': [[0, 0], [1, 2]], 'opposite': []}",0.09090909090909091,7
Growth Capital,"{'unmatchedList1': [2, 3, 4, 5, 6, 7, 8], 'unmatchedList2': [2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14], 'identical': [[0, 0], [1, 1]], 'opposite': []}",0.09090909090909091,7
Atlantic Street,"{'unmatchedList1': [2, 3, 4, 5, 6, 7, 8], 'unmatchedList2': [2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22], 'identical': [[0, 0], [1, 1]], 'opposite': []}",0.06666666666666667,8
