Doc,Obls,Score,Rank
Esports Management,"{'unmatchedList1': [], 'unmatchedList2': [], 'identical': [[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [11, 11], [12, 12], [13, 13]], 'opposite': []}",1.0
Blue Ridge,"{'unmatchedList1': [], 'unmatchedList2': [], 'identical': [[0, 0], [1, 0], [2, 0], [4, 0], [5, 0], [6, 0], [8, 2], [9, 3], [10, 4], [11, 5], [12, 6], [13, 7], [3, 1], [7, 1]], 'opposite': []}",1.0,1
Union Bankshares,"{'unmatchedList1': [], 'unmatchedList2': [6, 7], 'identical': [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [8, 1], [9, 2], [10, 3], [11, 3], [12, 3], [12, 4], [13, 5]], 'opposite': []}",0.8823529411764706,2
Organicell,"{'unmatchedList1': [], 'unmatchedList2': [22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32], 'identical': [[0, 0], [0, 1], [1, 0], [1, 1], [2, 0], [2, 1], [3, 0], [3, 1], [4, 2], [4, 3], [4, 4], [4, 5], [4, 6], [4, 7], [4, 8], [4, 9], [4, 10], [4, 11], [4, 12], [4, 13], [4, 14], [4, 15], [5, 2], [5, 3], [5, 4], [5, 5], [5, 6], [5, 7], [5, 8], [5, 9], [5, 10], [5, 11], [5, 12], [5, 13], [5, 14], [5, 15], [6, 2], [6, 3], [6, 4], [6, 5], [6, 6], [6, 7], [6, 8], [6, 9], [6, 10], [6, 11], [6, 12], [6, 13], [6, 14], [6, 15], [7, 2], [7, 3], [7, 4], [7, 5], [7, 6], [7, 7], [7, 8], [7, 9], [7, 10], [7, 11], [7, 12], [7, 13], [7, 14], [7, 15], [8, 16], [9, 17], [10, 18], [11, 19], [12, 20], [13, 21]], 'opposite': []}",0.8641975308641975,3
5E Advanced,"{'unmatchedList1': [], 'unmatchedList2': [14, 15, 16, 17, 18, 19, 20, 21], 'identical': [[0, 0], [1, 0], [2, 0], [3, 0], [4, 1], [4, 2], [4, 3], [4, 4], [4, 5], [4, 6], [4, 7], [5, 1], [5, 2], [5, 3], [5, 4], [5, 5], [5, 6], [5, 7], [6, 1], [6, 2], [6, 3], [6, 4], [6, 5], [6, 6], [6, 7], [7, 1], [7, 2], [7, 3], [7, 4], [7, 5], [7, 6], [7, 7], [8, 8], [9, 9], [10, 10], [11, 11], [12, 12], [13, 13]], 'opposite': []}",0.8260869565217391,4
Ecoark,"{'unmatchedList1': [12, 13], 'unmatchedList2': [2], 'identical': [[0, 0], [1, 0], [2, 0], [3, 0], [4, 1], [5, 1], [6, 1], [7, 1], [8, 3], [9, 4], [10, 5], [11, 6]], 'opposite': []}",0.8,5
SolarWindow,"{'unmatchedList1': [], 'unmatchedList2': [1, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 32, 33, 34, 35], 'identical': [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [0, 2], [1, 2], [2, 2], [3, 2], [4, 2], [5, 2], [6, 2], [7, 2], [8, 3], [9, 4], [10, 5], [11, 6], [12, 7], [13, 8], [8, 26], [9, 27], [10, 28], [11, 29], [12, 30], [13, 31]], 'opposite': []}",0.56,6
Total System Services,"{'unmatchedList1': [4, 5, 6, 7, 12, 13], 'unmatchedList2': [4, 5, 6], 'identical': [[0, 0], [1, 1], [2, 2], [3, 3], [8, 7], [9, 8], [10, 9], [11, 10]], 'opposite': []}",0.47058823529411764,7
Veru,"{'unmatchedList1': [5, 6, 7], 'unmatchedList2': [6, 7, 8, 9, 10, 11, 12, 19, 20, 21, 22, 23, 24, 25, 26, 27], 'identical': [[0, 0], [1, 1], [2, 2], [2, 3], [3, 4], [4, 5], [5, 5], [6, 5], [7, 5], [8, 13], [9, 14], [10, 15], [11, 16], [12, 17], [13, 18]], 'opposite': []}",0.4411764705882353,8
Vapotherm,"{'unmatchedList1': [12], 'unmatchedList2': [4, 5, 6, 7, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 29, 30], 'identical': [[0, 0], [1, 1], [2, 2], [3, 3], [4, 8], [5, 9], [6, 10], [7, 11], [8, 24], [9, 25], [10, 26], [11, 27], [13, 28]], 'opposite': []}",0.40625,9
3 from Total,"{'unmatchedList1': [4, 5, 6, 7, 12, 13], 'unmatchedList2': [4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], 'identical': [[0, 0], [1, 1], [2, 2], [3, 3], [8, 16], [9, 17], [10, 18], [11, 19]], 'opposite': []}",0.3076923076923077,10
Clearwater Analytics,"{'unmatchedList1': [14], 'unmatchedList2': [1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20, 22, 24, 26, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39], 'identical': [[0, 0], [1, 0], [2, 0], [3, 0], [4, 4], [5, 4], [6, 4], [7, 4], [8, 19], [9, 21], [10, 23], [11, 25], [12, 27], [13, 28]], 'opposite': []}",0.2978723404255319,11
CTI Industries,"{'unmatchedList1': [4, 5, 6, 7], 'unmatchedList2': [0, 1, 2, 3, 4, 5, 6, 7, 10, 11, 12, 13, 14, 15, 16, 17, 24, 25, 26, 27, 28, 29, 30], 'identical': [[0, 9], [1, 9], [2, 9], [3, 8], [8, 18], [9, 19], [10, 20], [11, 21], [12, 22], [13, 23]], 'opposite': []}",0.2702702702702703,12
