Doc,Obls,Score,Rank
Neuralstem,"{'unmatchedList1': [], 'unmatchedList2': [], 'identical': [[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [11, 11], [12, 12], [13, 13], [14, 14], [15, 15], [16, 16], [17, 17], [18, 18], [19, 19], [20, 20], [21, 21], [22, 22], [23, 23], [24, 24], [25, 25], [26, 26]], 'opposite': []}",1.0
Delcath,"{'unmatchedList1': [23, 24, 25, 26], 'unmatchedList2': [], 'identical': [[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [11, 11], [12, 12], [13, 13], [14, 14], [15, 15], [16, 16], [17, 17], [18, 18], [19, 19], [20, 20], [21, 21], [22, 22]], 'opposite': []}",0.8518518518518519,1
Plug Power,"{'unmatchedList1': [12, 23, 24, 25, 26], 'unmatchedList2': [12, 14], 'identical': [[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [11, 11], [13, 13], [14, 15], [14, 16], [15, 16], [15, 15], [16, 17], [17, 18], [18, 19], [19, 20], [20, 21], [21, 22], [22, 23]], 'opposite': []}",0.7741935483870968,2
Helios and Matheson,"{'unmatchedList1': [6, 7, 8, 17, 23, 24, 25, 26], 'unmatchedList2': [1, 12, 15, 25, 26], 'identical': [[0, 0], [1, 2], [1, 3], [1, 4], [1, 5], [2, 6], [2, 7], [2, 8], [3, 9], [4, 10], [5, 11], [9, 13], [10, 14], [11, 16], [12, 17], [13, 18], [14, 19], [15, 20], [15, 21], [16, 22], [18, 23], [19, 24], [20, 27], [21, 28], [22, 28]], 'opposite': []}",0.6578947368421053,3
Tandem Diabetes,"{'unmatchedList1': [8, 9, 18, 20, 21, 22, 23, 24, 25, 26], 'unmatchedList2': [], 'identical': [[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [10, 8], [11, 9], [12, 10], [13, 10], [14, 11], [15, 12], [16, 13], [17, 14], [19, 15]], 'opposite': []}",0.6296296296296297,4
FuelCell,"{'unmatchedList1': [6, 7, 8, 23, 24, 25, 26], 'unmatchedList2': [7, 19, 20, 21, 22, 23], 'identical': [[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [9, 6], [10, 8], [11, 9], [12, 10], [13, 11], [14, 12], [15, 13], [15, 14], [16, 15], [17, 16], [18, 17], [19, 18], [20, 24], [21, 25], [22, 26]], 'opposite': []}",0.6176470588235294,5
Dicerna,"{'unmatchedList1': [10, 15, 20, 21, 22, 23, 24, 25, 26], 'unmatchedList2': [10, 15, 16], 'identical': [[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [11, 11], [12, 12], [13, 13], [14, 14], [16, 17], [17, 18], [18, 19], [19, 20]], 'opposite': []}",0.6,6
BioPharmX,"{'unmatchedList1': [14, 15, 16, 17, 18, 19, 23, 24, 25, 26], 'unmatchedList2': [14, 15, 16, 17, 18, 19, 20], 'identical': [[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [11, 11], [12, 12], [13, 13], [20, 21], [21, 22], [22, 23]], 'opposite': []}",0.5,7
Gevo,"{'unmatchedList1': [1, 2, 3, 4, 5, 9, 23, 24, 25, 26], 'unmatchedList2': [4, 5, 7, 9, 19, 20, 21, 22], 'identical': [[0, 0], [6, 1], [7, 2], [8, 3], [10, 6], [11, 8], [12, 10], [13, 11], [14, 12], [15, 13], [15, 14], [16, 15], [17, 16], [18, 17], [19, 18], [20, 23], [21, 24], [22, 25]], 'opposite': []}",0.5,7
Leap,"{'unmatchedList1': [6, 7, 8, 12, 13, 14, 20, 21, 22, 23, 24, 25, 26], 'unmatchedList2': [7, 10, 12, 17, 18, 19], 'identical': [[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [9, 6], [10, 8], [11, 9], [15, 11], [16, 13], [17, 14], [18, 15], [19, 16]], 'opposite': []}",0.42424242424242425,8
EnerCore,"{'unmatchedList1': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 15, 19, 23, 24, 25, 26], 'unmatchedList2': [0, 4, 5, 9], 'identical': [[12, 1], [13, 2], [14, 3], [16, 6], [17, 7], [18, 8], [20, 10], [21, 11], [22, 12]], 'opposite': []}",0.2903225806451613,9
Axion,"{'unmatchedList1': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 23, 24, 25, 26], 'unmatchedList2': [0, 2, 3, 4], 'identical': [[12, 1], [20, 5], [21, 6], [22, 7]], 'opposite': []}",0.12903225806451613,10
Carbon Energy,"{'unmatchedList1': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26], 'unmatchedList2': [0, 3, 5, 6, 7, 8], 'identical': [[12, 1], [13, 2], [14, 4]], 'opposite': []}",0.09090909090909091,11
