Doc,Obls,Score,Rank
Eagle Pharma,"{'unmatchedList1': [], 'unmatchedList2': [], 'identical': [[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [11, 11], [12, 12], [13, 13], [14, 14], [15, 15], [16, 16], [17, 17], [18, 18], [19, 19], [20, 20], [21, 21], [22, 22], [23, 23]], 'opposite': []}",1.0
Mirum,"{'unmatchedList1': [6, 9, 10, 11, 12, 17, 18, 19, 20, 21, 22, 23, 24], 'unmatchedList2': [10, 13, 14], 'identical': [[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [7, 6], [8, 7], [13, 8], [14, 9], [15, 11], [16, 12]], 'opposite': []}",0.42857142857142855,1
Biocept,"{'unmatchedList1': [4, 9, 10, 11, 12, 17, 18, 19, 20, 21, 22, 23, 24], 'unmatchedList2': [4, 5, 14, 15], 'identical': [[0, 0], [1, 1], [2, 2], [3, 3], [5, 6], [6, 7], [7, 8], [8, 9], [13, 10], [14, 11], [15, 12], [16, 13]], 'opposite': []}",0.41379310344827586,2
3 from Everbridge,"{'unmatchedList1': [9, 10, 11, 12, 13, 15, 16], 'unmatchedList2': [10, 11, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 32, 33, 34, 35, 36], 'identical': [[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [14, 9], [17, 12], [18, 13], [19, 14], [20, 27], [21, 28], [22, 29], [23, 30], [24, 31]], 'opposite': []}",0.4090909090909091,3
2 from Eliem,"{'unmatchedList1': [6, 9, 10, 11, 12, 17, 18, 19, 20, 21, 22, 23, 24], 'unmatchedList2': [10, 13, 14, 15, 16], 'identical': [[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [7, 6], [8, 7], [13, 8], [14, 9], [15, 11], [16, 12]], 'opposite': []}",0.4,4
Array,"{'unmatchedList1': [14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24], 'unmatchedList2': [14, 15, 16, 17, 18, 19, 20, 21, 22, 23], 'identical': [[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [11, 11], [12, 12], [13, 13]], 'opposite': []}",0.4,4
Newlink,"{'unmatchedList1': [9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24], 'unmatchedList2': [10, 11], 'identical': [[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [14, 9]], 'opposite': []}",0.37037037037037035,5
Heat Biologics,"{'unmatchedList1': [9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 21, 22, 24], 'unmatchedList2': [10, 11, 12, 13, 15, 16], 'identical': [[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [14, 9], [23, 14]], 'opposite': []}",0.3548387096774194,6
Adagio,"{'unmatchedList1': [4, 5, 6, 7, 8, 9, 11, 12, 13, 15, 16, 24], 'unmatchedList2': [4, 5, 6, 7, 8, 10, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29], 'identical': [[0, 0], [1, 1], [2, 2], [3, 3], [10, 9], [14, 9], [17, 11], [18, 12], [19, 13], [20, 14], [21, 14], [22, 14], [23, 15]], 'opposite': []}",0.28888888888888886,7
Proteostatus,"{'unmatchedList1': [4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 21, 22, 24], 'unmatchedList2': [4, 5, 6, 7, 8, 10, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33], 'identical': [[0, 0], [1, 1], [2, 2], [3, 3], [14, 9], [17, 11], [18, 12], [19, 13], [20, 14], [23, 15]], 'opposite': []}",0.20408163265306123,8
2 from 2 (2),"{'unmatchedList1': [4, 5, 6, 7, 8, 9, 10, 11, 12, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24], 'unmatchedList2': [4, 7, 8, 9, 10], 'identical': [[0, 0], [1, 1], [2, 2], [3, 3], [13, 5], [14, 6]], 'opposite': []}",0.2,9
Verrica,"{'unmatchedList1': [4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 24], 'unmatchedList2': [4, 5, 6, 7, 8, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51], 'identical': [[0, 0], [1, 1], [2, 2], [3, 3], [14, 9], [17, 35], [18, 36], [19, 37], [20, 38], [21, 39], [22, 37], [23, 40]], 'opposite': []}",0.18461538461538463,10
