Doc,Obls,Score,Rank
Eagle Pharma,"{'unmatchedList1': [], 'unmatchedList2': [], 'identical': [[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [11, 11], [12, 12], [13, 13], [14, 14], [15, 15], [16, 16], [17, 17], [18, 18], [19, 19], [20, 20], [21, 21], [22, 22], [23, 23]], 'opposite': []}",1.0
Newlink,"{'unmatchedList1': [13, 15, 16, 17, 18, 19, 20, 21, 22, 23], 'unmatchedList2': [12], 'identical': [[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [14, 9], [9, 10], [10, 11], [11, 10], [12, 11]], 'opposite': []}",0.56,1
Array,"{'unmatchedList1': [17, 18, 19, 20, 21, 22, 23], 'unmatchedList2': [15, 17, 19, 20, 21, 22, 23], 'identical': [[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [11, 11], [12, 12], [13, 13], [14, 14], [15, 16], [16, 18]], 'opposite': []}",0.5483870967741935,2
Heat Biologics,"{'unmatchedList1': [9, 10, 11, 12, 13, 15, 16, 20, 21, 22], 'unmatchedList2': [13, 15, 16], 'identical': [[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [14, 9], [17, 10], [18, 11], [19, 12], [23, 14]], 'opposite': []}",0.5185185185185185,3
Mirum,"{'unmatchedList1': [6, 9, 10, 11, 12, 17, 18, 19, 20, 21, 22, 23], 'unmatchedList2': [10, 13, 14], 'identical': [[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [7, 6], [8, 7], [13, 8], [14, 9], [15, 11], [16, 12]], 'opposite': []}",0.4444444444444444,4
Biocept,"{'unmatchedList1': [6, 9, 10, 11, 12, 17, 18, 19, 20, 21, 22, 23], 'unmatchedList2': [4, 11, 14, 15], 'identical': [[0, 0], [1, 1], [2, 2], [3, 3], [4, 5], [5, 6], [7, 7], [8, 8], [13, 9], [14, 10], [15, 12], [16, 13]], 'opposite': []}",0.42857142857142855,5
2 from Eliem,"{'unmatchedList1': [6, 9, 10, 11, 12, 17, 18, 19, 20, 21, 22, 23], 'unmatchedList2': [10, 13, 14, 15, 16], 'identical': [[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [7, 6], [8, 7], [13, 8], [14, 9], [15, 11], [16, 12]], 'opposite': []}",0.41379310344827586,6
3 from Everbridge,"{'unmatchedList1': [9, 10, 11, 12, 13, 15, 16, 17], 'unmatchedList2': [10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 33, 34, 35, 36, 37, 38], 'identical': [[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [14, 9], [18, 27], [19, 28], [20, 29], [21, 30], [22, 31], [23, 32]], 'opposite': []}",0.3404255319148936,7
Proteostatus,"{'unmatchedList1': [9, 10, 11, 12, 13, 15, 16, 21, 22], 'unmatchedList2': [14, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35], 'identical': [[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [14, 9], [17, 10], [18, 11], [19, 12], [20, 13], [23, 15]], 'opposite': []}",0.3333333333333333,8
2 from 2 (2),"{'unmatchedList1': [4, 5, 6, 7, 8, 9, 10, 11, 12, 17, 18, 19, 20, 21, 22, 23], 'unmatchedList2': [4, 9, 10], 'identical': [[0, 0], [1, 1], [2, 2], [3, 3], [13, 5], [14, 6], [15, 7], [16, 8]], 'opposite': []}",0.2962962962962963,9
Verrica,"{'unmatchedList1': [9, 10, 11, 12, 13, 15, 16, 17, 22], 'unmatchedList2': [10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55], 'identical': [[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [14, 9], [18, 36], [19, 37], [20, 38], [21, 39], [23, 40]], 'opposite': []}",0.23076923076923078,10
Adagio,"{'unmatchedList1': [0, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 22], 'unmatchedList2': [0, 5, 6, 7, 8, 9, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30], 'identical': [[1, 1], [2, 2], [3, 3], [4, 4], [14, 10], [18, 11], [19, 12], [20, 13], [21, 14], [23, 16]], 'opposite': []}",0.2222222222222222,11
