Neuralstem,"[""Whenever notice is required to be given under this Warrant (unless otherwise provided in the Warrant), the notice shall be given in writing."", ""If a notice is delivered from within the domestic United States, the notice shall be delivered by first-class registered or certified airmail, or a nationally recognized overnight express courier, postage prepaid, electronic mail, or facsimile."", ""If a notice is delivered from outside the United States, the notice shall be delivered by International Federal Express, electronic mail, or facsimile."", ""If a notice is delivered by first-class registered or certified domestic mail, the notice will be deemed given three (3) Business Days after it is mailed."", ""If a notice is delivered by a nationally recognized overnight carrier, the notice will be deemed given one (1) Business Day after it is mailed."", ""If a notice is delivered by International Federal Express, the notice will be deemed given two (2) Business Days after it is mailed."", ""If a notice is delivered by electronic mail to each of the email addresses specified in this Section 8 prior to 5:00 p.m. (New York time) on a Trading Day, the notice will be deemed given on the date of transmission."", ""If a notice is delivered by electronic mail to each of the email addresses specified in this Section 8 on a day that is not a Trading Day, the notice will be deemed given on the next Trading Day after the date of transmission."", ""If a notice is delivered by electronic mail to each of the email addresses specified in this Section 8 later than 5:00 p.m. (New York time) on any Trading Day, the notice will be deemed given on the next Trading Day after the date of transmission."", ""If a notice is delivered by facsimile, the notice will be deemed given upon electronic confirmation of receipt of such facsimile."", ""If a notice is to the Company, the notice will be delivered and addressed to: Neuralstem, Inc., 20271 Goldenroad Lane, Germantown, MD 20876, Attention: Rich Daly, Facsimile: 301.560.6634, Email: rdaly@neuralstem.com."", ""If a notice is to the Holder, the notice will be delivered and addressed to the Holder at such address or other contact information delivered by the Holder to the Company or as is on the books and records of the Company."", ""The Company shall provide the Holder with prompt written notice of all actions taken pursuant to this Warrant."", ""The Company\u2019s prompt written notice of all actions taken pursuant to this Warrant shall include, in reasonable detail, a description of such action and the reason therefor."", ""The Company will give written notice to the Holder immediately upon any adjustment of the Exercise Price."", ""The Company\u2019s written notice immediately upon any adjustment of the Exercise Price will set forth in reasonable detail, and certify, the calculation of such adjustment."", ""The Company will give written notice to the Holder at least fifteen (15) days prior to the date on which the Company closes its books or takes a record with respect to any dividend or distribution upon the shares of Common Stock."", ""The Company will give written notice to the Holder at least fifteen (15) days prior to the date on which the Company closes its books or takes a record with respect to any grants, issuances or sales of any Options, Convertible Securities or rights to purchase stock, warrants, securities or other property to holders of shares of Common Stock."", ""The Company will give written notice to the Holder at least fifteen (15) days prior to the date on which the Company closes its books or takes a record for determining rights to vote with respect to any Fundamental Transaction, dissolution or liquidation."", ""In each case of the Company giving written notice at least fifteen (15) days prior to the date on which the Company closes its books or takes a record (as described), such information shall be made known to the public prior to or in conjunction with such notice being provided to the Holder."", ""The time of exercise specified by the Holder in each Exercise Notice shall be definitive."", ""The Company may not dispute the time of exercise specified by the Holder in each Exercise Notice."", ""The Company may not challenge the time of exercise specified by the Holder in each Exercise Notice."", ""Except as otherwise provided in the Warrant, the provisions of this Warrant may be amended only if the Company has obtained the written consent of the Holder."", ""Except as otherwise provided in the Warrant, the provisions of this Warrant may be waived only if the Company has obtained the written consent of the Holder."", ""Except as otherwise provided in the Warrant, the Company may take any action in the Warrant that is prohibited only if the Company has obtained the written consent of the Holder."", ""Except as otherwise provided in the Warrant, the Company may omit to perform any act in the Warrant required to be performed by it only if the Company has obtained the written consent of the Holder.""]"
EnerCore,"[""Whenever notice is required to be given under this Warrant, unless otherwise provided in the Warrant, such notice shall be given in accordance with Section 9(f) of the Securities Purchase Agreement."", ""The Company shall provide the Holder with prompt written notice of all actions taken pursuant to this Warrant."", ""The Company\u2019s prompt written notice of actions taken pursuant to this Warrant shall include, in reasonable detail, a description of such action and the reason therefor."", ""The Company will give written notice to the Holder immediately upon any adjustment of the Exercise Price."", ""The Company\u2019s written notice to the Holder immediately upon any adjustment of the Exercise Price shall set forth, in reasonable detail, the calculation of such adjustment."", ""The Company\u2019s written notice to the Holder immediately upon any adjustment of the Exercise Price shall certify the calculation of such adjustment."", ""The Company will give written notice to the Holder at least fifteen (15) days prior to the date on which the Company closes its books or takes a record with respect to any dividend or distribution upon the shares of Common Stock."", ""The Company will give written notice to the Holder at least fifteen (15) days prior to the date on which the Company closes its books or takes a record with respect to any grants, issuances or sales of any Options, Convertible Securities or rights to purchase stock, warrants, securities or other property to holders of shares of Common Stock."", ""The Company will give written notice to the Holder at least fifteen (15) days prior to the date on which the Company closes its books or takes a record for determining rights to vote with respect to any Fundamental Transaction, dissolution or liquidation."", ""In each case of the Company giving the notice described in items (i) and (ii), such information shall be made known to the public prior to or in conjunction with such notice being provided to the Holder."", ""The time of exercise specified by the Holder in each Exercise Notice shall be definitive."", ""The Company may not dispute the time of exercise specified by the Holder in each Exercise Notice."", ""The Company may not challenge the time of exercise specified by the Holder in each Exercise Notice.""]"
Tandem Diabetes,"[""Whenever notice is required to be given under the Warrant (unless otherwise provided), such notice shall be given in writing."", ""If a required notice is delivered from within the domestic United States, the notice shall be delivered by first-class registered or certified airmail, or a nationally recognized overnight express courier (postage prepaid), or electronic mail."", ""If a required notice is delivered from outside the United States, the notice shall be delivered by International Federal Express or electronic mail."", ""A notice delivered by first-class registered or certified domestic mail will be deemed given three (3) Business Days after it is mailed."", ""A notice delivered by nationally recognized overnight carrier will be deemed given one (1) Business Day after it is mailed."", ""A notice delivered by International Federal Express will be deemed given two (2) Business Days after it is mailed."", ""A notice delivered by electronic mail to each of the email addresses specified in Section 8 prior to 5:00 p.m. (New York time) on a Trading Day will be deemed given on the date of transmission."", ""A notice delivered by electronic mail to each of the email addresses specified in Section 8 on a day that is not a Trading Day or later than 5:00 p.m. (New York time) on any Trading Day will be deemed given on the next Trading Day after the date of transmission."", ""Notices delivered to the Company shall be delivered and addressed to: Tandem Diabetes Care, Inc., 11045 Roselle Street, San Diego, CA 92121, Attention: Stock Administration, Email: stockadmin@tandemdiabetes.com."", ""Notices delivered to the Holder shall be delivered and addressed to the Holder at the address or other contact information delivered by the Holder to the Company or as is on the books and records of the Company."", ""The Company shall provide the Holder with prompt written notice of all actions taken pursuant to the Warrant, including in reasonable detail a description of such action and the reason therefor."", ""The Company will give written notice to the Holder immediately upon any adjustment of the Exercise Price."", ""The Company\u2019s notice of an Exercise Price adjustment shall set forth in reasonable detail, and certify, the calculation of such adjustment."", ""The Company will give written notice to the Holder at least fifteen (15) days prior to the date on which the Company closes its books with respect to any dividend or distribution upon the shares of Common Stock."", ""The Company will give written notice to the Holder at least fifteen (15) days prior to the date on which the Company takes a record with respect to any dividend or distribution upon the shares of Common Stock."", ""The information in the Company\u2019s notice given at least fifteen (15) days prior to the date on which the Company closes its books or takes a record with respect to any dividend or distribution upon the shares of Common Stock shall be made known to the public prior to or in conjunction with such notice being provided to the Holder.""]"
Leap,"[""When notice is required to be given under the Warrant (unless otherwise provided), such notice shall be given in writing."", ""If a required notice is delivered from within the domestic United States, the notice shall be given by first-class registered or certified airmail, or a nationally recognized overnight express courier (postage prepaid), or by facsimile, or by email."", ""If a required notice is delivered from outside the United States, the notice shall be given by International Federal Express, or by facsimile, or by email."", ""A notice delivered by first-class registered or certified domestic mail will be deemed given three (3) Business Days after so mailed."", ""A notice delivered by a nationally recognized overnight carrier will be deemed given one (1) Business Day after so mailed."", ""A notice delivered by International Federal Express will be deemed given two (2) Business Days after so mailed."", ""A notice delivered by facsimile will be deemed given upon electronic confirmation of receipt."", ""A notice delivered by email will be deemed given upon receipt."", ""Notices will be delivered and addressed to the Company at: Leap Therapeutics, Inc., 47 Thorndike St, Suite B1-1, Cambridge, MA 02141, Facsimile number 617-588-1606, Email address PIPEnotices@leaptx.com, Attn: Chief Financial Officer."", ""Notices will be delivered and addressed to the Holder at: [Purchaser]."", ""The Company shall give written notice to the Holder reasonably promptly following any adjustment of the Exercise Price."", ""The Company\u2019s notice to the Holder following any adjustment of the Exercise Price shall set forth in reasonable detail the calculation of such adjustment."", ""The Company\u2019s notice to the Holder following any adjustment of the Exercise Price shall certify the calculation of such adjustment."", ""The Company shall give written notice to the Holder at least ten (10) days prior to the date on which the Company closes its books or takes a record with respect to any dividend or distribution upon the shares of Common Stock."", ""The Company shall give written notice to the Holder at least ten (10) days prior to the date on which the Company closes its books or takes a record with respect to any grants, issuances or sales of any Options, Convertible Securities or rights to purchase stock, warrants, securities or other property pro rata to the record holders of any class of shares of Common Stock."", ""The Company shall give written notice to the Holder at least ten (10) days prior to the date on which the Company closes its books or takes a record for determining rights to vote with respect to any Fundamental Transaction, dissolution or liquidation."", ""In each case of the Company\u2019s notices given at least ten (10) days prior to the date on which the Company closes its books or takes a record, such information shall be made known to the public prior to or in conjunction with such notice being provided to the Holder."", ""The failure to deliver a notice described in the clause, or any defect in such notice or its delivery, shall not affect the validity of the corporate action required to be specified in such notice."", ""Upon receipt or delivery by the Company of any notice in accordance with the Warrant, unless the Company has in good faith determined that the matters relating to such notice do not constitute material, nonpublic information relating to the Company or its subsidiaries, the Company shall contemporaneously with any such receipt or delivery publicly disclose such material, nonpublic information on a Current Report on Form 8-K or otherwise in accordance with applicable laws."", ""If the Company believes that a notice contains material, nonpublic information relating to the Company or its subsidiaries, the Company shall indicate to such Holder contemporaneously with delivery of such notice."", ""In the absence of any indication by the Company that a notice contains material, nonpublic information, the Holder shall be allowed to presume that all matters relating to such notice do not constitute material, nonpublic information relating to the Company or its subsidiaries.""]"
Axion,"[""If notice is required to be given under this Warrant (unless otherwise provided therein), such notice shall be given in accordance with addresses exchanged by the parties."", ""The Company shall provide the Holder with prompt written notice of all actions taken pursuant to this Warrant."", ""The Company\u2019s notice to the Holder of actions taken pursuant to this Warrant shall include, in reasonable detail, a description of such action."", ""The Company\u2019s notice to the Holder of actions taken pursuant to this Warrant shall include the reason for such action."", ""If any notice provided under this Warrant constitutes, or contains, material, non-public information regarding the Company or any of its Subsidiaries, the Company shall simultaneously file such notice with the SEC pursuant to a Current Report on Form 8-K."", ""The time of execution specified by the Holder in each Exercise Notice shall be definitive."", ""The Company may not dispute the time of execution specified by the Holder in each Exercise Notice."", ""The Company may not challenge the time of execution specified by the Holder in each Exercise Notice.""]"
Helios and Matheson,"[""If notice is required to be given under the Warrant (unless otherwise provided), such notice shall be given in writing."", ""A notice required under the Warrant (unless otherwise provided) shall be given by one of the listed delivery methods depending on whether it is delivered from within the domestic United States or from outside the United States."", ""A notice delivered from within the domestic United States may be delivered by first-class registered or certified airmail."", ""A notice delivered from within the domestic United States may be delivered by a nationally recognized overnight express courier, postage prepaid."", ""A notice delivered from within the domestic United States may be delivered by electronic mail."", ""A notice delivered from within the domestic United States may be delivered by facsimile."", ""A notice delivered from outside the United States may be delivered by International Federal Express."", ""A notice delivered from outside the United States may be delivered by electronic mail."", ""A notice delivered from outside the United States may be delivered by facsimile."", ""A notice delivered by first-class registered or certified mail (domestic) will be deemed given three (3) Business Days after it is mailed."", ""A notice delivered by a nationally recognized overnight carrier will be deemed given one (1) Business Day after it is mailed."", ""A notice delivered by International Federal Express will be deemed given two (2) Business Days after it is mailed."", ""A notice delivered by electronic mail will be deemed given when sent, provided that the sent email is kept on file (electronically or otherwise) by the sending party and the sending party does not receive an automatically generated message from the recipient's email server that the email could not be delivered to the recipient."", ""A notice delivered by facsimile will be deemed given upon electronic confirmation of receipt of the facsimile."", ""Notices will be delivered and addressed to the Company at: Helios and Matheson Analytics Inc., Empire State Building, 350 5th Avenue, New York, New York 10118, Telephone: (212) 979-8228, Facsimile: (212) 979-2517, Attention: Chief Executive Officer, E-Mail: pat.k@hmny.com."", ""A copy of a notice to the Company (for informational purposes only) will be sent to: Mitchell Silberberg & Knupp LLP, 11377 W. Olympic Blvd., Los Angeles, CA 90065, Telephone: (310) 312-3106, Facsimile: (310) 312-3100, Attention: Kevin Friedmann, Esq., E-Mail: kxf@msk.com."", ""Notices to the Holder will be delivered and addressed to the Holder at such address or other contact information delivered by the Holder to the Company or as is on the books and records of the Company."", ""The Company shall provide the Holder with prompt written notice of all actions taken pursuant to the Warrant (other than the issuance of shares of Common Stock upon exercise in accordance with the terms of the Warrant)."", ""The Company\u2019s prompt written notice of actions taken pursuant to the Warrant shall include, in reasonable detail, a description of such action and the reason therefor."", ""The Company will give written notice to the Holder immediately upon each adjustment of the Exercise Price and the number of Warrant Shares."", ""The Company\u2019s written notice of each adjustment of the Exercise Price and the number of Warrant Shares shall set forth in reasonable detail the calculation of such adjustment(s)."", ""The Company\u2019s written notice of each adjustment of the Exercise Price and the number of Warrant Shares shall certify the calculation of such adjustment(s)."", ""The Company will give written notice to the Holder at least ten Trading Days prior to the date on which the Company closes its books or takes a record with respect to any dividend or distribution upon the shares of Common Stock."", ""The Company will give written notice to the Holder at least ten Trading Days prior to the date on which the Company closes its books or takes a record for determining rights to vote with respect to any Fundamental Transaction, dissolution or liquidation."", ""For the notice given at least ten Trading Days prior to the Company closing its books or taking a record (as described), such information shall be made known to the public prior to or in conjunction with such notice being provided to the Holder."", ""The Company will give written notice to the Holder at least ten (10) Trading Days prior to the consummation of any Fundamental Transaction."", ""If any notice provided under the clause constitutes, or contains, material, non-public information regarding the Company or any of its subsidiaries, the Company shall simultaneously file such notice with the SEC pursuant to a Current Report on Form 8-K."", ""The time of execution specified by the Holder in each Exercise Notice shall be definitive."", ""The Company may not dispute or challenge the time of execution specified by the Holder in each Exercise Notice.""]"
Dicerna,"[""Whenever notice is required to be given under the Warrant (unless otherwise provided), the notice shall be given in writing."", ""If a notice is delivered from within the domestic United States, the notice shall be delivered by first-class registered or certified airmail, or a nationally recognized overnight express courier, postage prepaid, electronic mail, or facsimile."", ""If a notice is delivered from outside the United States, the notice shall be delivered by International Federal Express, electronic mail, or facsimile."", ""A notice delivered by first-class registered or certified mail domestic will be deemed given three (3) Business Days after it is mailed."", ""A notice delivered by a nationally recognized overnight carrier will be deemed given one (1) Business Day after it is mailed."", ""A notice delivered by International Federal Express will be deemed given two (2) Business Days after it is mailed."", ""A notice delivered by electronic mail to each of the email addresses specified in Section 8 prior to 5:00 p.m. (New York time) on a Trading Day will be deemed given on the date of transmission."", ""A notice delivered by electronic mail to each of the email addresses specified in Section 8 on a day that is not a Trading Day will be deemed given the next Trading Day after the date of transmission."", ""A notice delivered by electronic mail to each of the email addresses specified in Section 8 later than 5:00 p.m. (New York time) on any Trading Day will be deemed given the next Trading Day after the date of transmission."", ""A notice delivered by facsimile will be deemed given upon electronic confirmation of receipt of such facsimile."", ""If a notice is to the Company, the notice will be delivered and addressed to: Dicerna Pharmaceuticals, Inc., 87 Cambridgepark Drive, Cambridge, MA 02140, Attention: Douglas M. Fambrough, III, Ph.D., with facsimile and email as listed."", ""If a notice is to the Holder, the notice will be delivered and addressed to the Holder at such address or other contact information delivered by the Holder to the Company or as is on the books and records of the Company."", ""The Company shall provide the Holder with prompt written notice of all actions taken pursuant to the Warrant."", ""The Company\u2019s prompt written notice of all actions taken pursuant to the Warrant shall include, in reasonable detail, a description of such action and the reason therefor."", ""The Company will give written notice to the Holder immediately upon any adjustment of the Exercise Price."", ""The Company\u2019s written notice upon any adjustment of the Exercise Price will set forth in reasonable detail the calculation of such adjustment."", ""The Company\u2019s written notice upon any adjustment of the Exercise Price will certify the calculation of such adjustment."", ""The Company will give written notice to the Holder at least fifteen (15) days prior to the date on which the Company closes its books or takes a record with respect to any dividend or distribution upon the shares of Common Stock."", ""The Company will give written notice to the Holder at least fifteen (15) days prior to the date on which the Company closes its books or takes a record with respect to any grants, issuances or sales of any Options, Convertible Securities or rights to purchase stock, warrants, securities or other property to holders of shares of Common Stock."", ""The Company will give written notice to the Holder at least fifteen (15) days prior to the date on which the Company closes its books or takes a record for determining rights to vote with respect to any Fundamental Transaction, dissolution or liquidation."", ""In each case of the Company\u2019s at-least-fifteen-(15)-days-prior notice described, the information shall be made known to the public prior to or in conjunction with such notice being provided to the Holder.""]"
Carbon Energy,"[""Whenever notice is required to be given under this Warrant (unless otherwise provided in the Warrant), such notice shall be given in accordance with the information set forth in the Warrant Register."", ""The Company shall provide the Holder with prompt written notice of all actions taken pursuant to this Warrant."", ""The Company\u2019s prompt written notice to the Holder of actions taken pursuant to this Warrant shall include, in reasonable detail, a description of such action."", ""The Company\u2019s prompt written notice to the Holder of actions taken pursuant to this Warrant shall include the reason or reasons for such action."", ""The Company will give written notice to the Holder immediately upon any adjustment of the Exercise Price."", ""The Company will give written notice to the Holder immediately upon any adjustment of the number of Warrant Shares purchasable under this Warrant."", ""The Company\u2019s immediate written notice upon any adjustment of the Exercise Price or the number of Warrant Shares purchasable under this Warrant shall set forth in reasonable detail the calculation of such adjustment."", ""The Company\u2019s immediate written notice upon any adjustment of the Exercise Price or the number of Warrant Shares purchasable under this Warrant shall certify the calculation of such adjustment."", ""The Company\u2019s obligation to give the immediate written notice upon any adjustment of the Exercise Price or the number of Warrant Shares purchasable is limited to the extent that such disclosure would not result in the dissemination of material, non-public information to the Holder.""]"
BioPharmX,"[""Any notice required to be given under the Warrant (unless otherwise provided) shall be given in writing."", ""If a notice is delivered from within the domestic United States, it may be delivered by first-class registered or certified airmail, nationally recognized overnight express courier (postage prepaid), electronic mail, or facsimile."", ""If a notice is delivered from outside the United States, it may be delivered by International Federal Express, electronic mail, or facsimile."", ""A notice delivered by first-class registered or certified mail domestic will be deemed given three (3) Trading Days after it is mailed."", ""A notice delivered by a nationally recognized overnight carrier will be deemed given one (1) Trading Day after it is mailed."", ""A notice delivered by International Federal Express will be deemed given two (2) Trading Days after it is mailed."", ""A notice delivered by electronic mail to each of the email addresses specified in Section 8 prior to 5:00 p.m. (New York time) on a Trading Day will be deemed given on the date of transmission."", ""A notice delivered by electronic mail to each of the email addresses specified in Section 8 on a day that is not a Trading Day will be deemed given on the next Trading Day after the date of transmission."", ""A notice delivered by electronic mail to each of the email addresses specified in Section 8 later than 5:00 p.m. (New York time) on any Trading Day will be deemed given on the next Trading Day after the date of transmission."", ""A notice delivered by facsimile will be deemed given upon electronic confirmation of receipt of such facsimile."", ""If a notice is to the Company, it will be delivered and addressed to BioPharmX Corporation, 1505 Adams Drive, Suite D, Menlo Park, CA 94025, Attention: Chief Financial Officer, with the listed facsimile and email fields."", ""If a notice is to the Holder, it will be delivered and addressed to the Holder at the address or other contact information delivered by the Holder to the Company or as is on the books and records of the Company."", ""The Company shall provide the Holder with prompt written notice of all actions taken pursuant to the Warrant."", ""The Company\u2019s prompt written notice of actions taken pursuant to the Warrant shall include, in reasonable detail, a description of such action and the reason therefor."", ""The Company will give written notice to the Holder reasonably promptly upon any adjustment of the Exercise Price."", ""The Company\u2019s notice of an Exercise Price adjustment will set forth in reasonable detail the calculation of such adjustment."", ""The Company\u2019s notice of an Exercise Price adjustment will certify the calculation of such adjustment."", ""The Company will give written notice to the Holder at least ten (10) days prior to the date on which the Company closes its books or takes a record with respect to any dividend or distribution upon the shares of Common Stock."", ""The Company will give written notice to the Holder at least ten (10) days prior to the date on which the Company closes its books or takes a record with respect to any grants, issuances or sales of any Options, Convertible Securities or rights to purchase stock, warrants, securities or other property pro rata to holders of any class of shares of Common Stock."", ""The Company will give written notice to the Holder at least ten (10) days prior to the date on which the Company closes its books or takes a record for determining rights to vote with respect to any Fundamental Transaction, dissolution or liquidation."", ""For each notice given at least ten (10) days prior to a books closing or record date, such information shall be made known to the public prior to or in conjunction with such notice being provided to the Holder."", ""The time of exercise specified by the Holder in each Exercise Notice shall be definitive."", ""The Company may not dispute the time of exercise specified by the Holder in each Exercise Notice."", ""The Company may not challenge the time of exercise specified by the Holder in each Exercise Notice.""]"
Gevo,"[""Any and all notices, communications, or deliveries under the agreement (including any Exercise Notice) shall be in writing."", ""Any notice, communication, or delivery under the agreement is deemed given and effective on the date of transmission if it is delivered via email to the email address specified in Section 8 prior to 5:00 p.m. (New York time) on a Trading Day."", ""Any notice, communication, or delivery under the agreement is deemed given and effective on the next Trading Day after the date of transmission if it is delivered via email to the email address specified in Section 8 on a day that is not a Trading Day."", ""Any notice, communication, or delivery under the agreement is deemed given and effective on the next Trading Day after the date of transmission if it is delivered via email to the email address specified in Section 8 later than 5:00 p.m. (New York time) on any Trading Day."", ""Any notice, communication, or delivery under the agreement is deemed given and effective on the Trading Day following the date of mailing if it is sent by a nationally recognized overnight courier service."", ""Any notice, communication, or delivery under the agreement is deemed given and effective upon actual receipt by the party to whom such notice is required to be given."", ""If a communication is to the Company, the address for such communications shall be: Gevo, Inc., 345 Inverness Drive South, Building C, Suite 310, Englewood, CO 80112, Attn: Chief Financial Officer; Email: mwillis@gevo.com."", ""If a communication is to the Company, a copy (which shall not constitute notice) shall be sent to: Paul Hastings LLP, 4747 Executive Drive, Suite 1200, San Diego, CA 92121, Attn: Teri O'Brien, Esq.; Email: teriobrien@paulhastings.com."", ""If a communication is to the Holder, the address, facsimile number, or email address shall be the address, facsimile number, or email address appearing on the Company\u2019s warrant register."", ""The Holder may provide the Company another address, facsimile number, or email address in accordance with Section 8 for communications to the Holder."", ""The Company shall provide the Holder with prompt written notice of all actions taken pursuant to the Warrant other than the issuance of shares of Common Stock upon exercise in accordance with the terms of the Warrant."", ""The Company\u2019s prompt written notice of actions taken pursuant to the Warrant must include, in reasonable detail, a description of such action and the reason therefor."", ""The Company will give written notice to the Holder promptly upon each adjustment of the Exercise Price and the number of Warrant Shares."", ""The Company\u2019s notice of each adjustment of the Exercise Price and the number of Warrant Shares must set forth in reasonable detail the calculation of such adjustment(s)."", ""The Company\u2019s notice of each adjustment of the Exercise Price and the number of Warrant Shares must certify the calculation of such adjustment(s)."", ""The Company will give written notice to the Holder at least ten (10) Trading Days prior to the date on which the Company closes its books or takes a record with respect to any dividend or distribution upon the shares of Common Stock."", ""The Company will give written notice to the Holder at least ten (10) Trading Days prior to the date on which the Company closes its books or takes a record with respect to any grants, issuances, or sales of any Options, Convertible Securities, or rights to purchase stock, warrants, securities, or other property to holders of shares of Common Stock."", ""The Company will give written notice to the Holder at least ten (10) Trading Days prior to the date on which the Company closes its books or takes a record for determining rights to vote with respect to any Fundamental Transaction, dissolution, or liquidation."", ""For each notice given at least ten (10) Trading Days prior to a book closing or record date described in items (A), (B), or (C), the information in such notice shall be made known to the public prior to or in conjunction with such notice being provided to the Holder."", ""The Company will give written notice to the Holder at least ten (10) Trading Days prior to the consummation of any Fundamental Transaction."", ""To the extent any notice provided under the agreement constitutes, or contains, material, non-public information regarding the Company or any of its Subsidiaries, the Company shall simultaneously file such notice with the SEC pursuant to a Current Report on Form 8-K."", ""If the Company or any of its Subsidiaries provides material non-public information to the Holder that is not simultaneously filed in a Current Report on Form 8-K and the Holder has not agreed to receive such material non-public information, the Holder shall not have any duty of confidentiality to the Company, any of its Subsidiaries, or any of their respective officers, directors, employees, affiliates, or agents with respect to such material non-public information."", ""If the Company or any of its Subsidiaries provides material non-public information to the Holder that is not simultaneously filed in a Current Report on Form 8-K and the Holder has not agreed to receive such material non-public information, the Holder shall not have a duty to the Company, any of its Subsidiaries, or any of their respective officers, directors, employees, affiliates, or agents not to trade on the basis of such material non-public information."", ""The time of execution specified by the Holder in each Exercise Notice shall be definitive."", ""The Company may not dispute the time of execution specified by the Holder in each Exercise Notice."", ""The Company may not challenge the time of execution specified by the Holder in each Exercise Notice.""]"
