Doc,Obls,Score,Rank
Eagle Pharma,"{'unmatchedList1': [], 'unmatchedList2': [], 'identical': [['You and the Company must keep the provisions of this Agreement in strictest confidence and not publicize or disclose them in any manner whatsoever, subject to stated exceptions.', [1], [1]], ['You may disclose this Agreement to your immediate family.', [1], [1]], ['The parties may disclose this Agreement in confidence to their respective attorneys, accountants, auditors, tax preparers, and financial advisors.', [1], [1]], ['The Company may disclose this Agreement as necessary to fulfill standard or legally required corporate reporting or disclosure requirements.', [1], [1]], ['The parties may disclose this Agreement insofar as such disclosure may be necessary to enforce its terms or as otherwise required by law.', [1], [1]], ['You must not disclose the terms of this Agreement to any current or former Company employee.', [2], [2]], ['Nothing in this Agreement limits your right to voluntarily communicate with the Equal Employment Opportunity Commission, United States Department of Labor, the National Labor Relations Board, the Securities and Exchange Commission, other federal government agency or similar state or local agency.', [3], [3]], ['Nothing in this Agreement limits your right to discuss the terms and conditions of your employment with others to the extent expressly permitted by Section 7 of the National Labor Relations Act.', [3], [3]]], 'opposite': []}",1.0
Array,"{'unmatchedList1': [['Employee must not disclose the terms of this Agreement to any current or former Company employee.', [2]], [""Nothing in this Agreement limits Employee's right to voluntarily communicate with government agencies or to discuss terms and conditions of employment with others to the extent permitted by Section 7 of the National Labor Relations Act."", [3]]], 'unmatchedList2': [['Employee must not disclose the existence or terms of this Agreement to any current or former Array employees, consultants, or independent contractors.', [2]]], 'identical': [['Each party must keep the provisions of this Agreement in strictest confidence and not publicize or disclose them in any manner whatsoever, subject to stated exceptions.', [1], [1]], ['Employee may disclose this Agreement to immediate family.', [1], [1]], ['Each party may disclose this Agreement in confidence to their respective attorneys, accountants, auditors, tax preparers, and financial advisors.', [1], [1]], ['Company/Array may disclose this Agreement as necessary to fulfill standard or legally required corporate reporting or disclosure requirements.', [1], [1]], ['Each party may disclose this Agreement as necessary to enforce its terms or as otherwise required by law.', [1], [1]]], 'opposite': []}",0.625,1
Heat Biologics,"{'unmatchedList1': [['The Company must hold the provisions of this Agreement in strictest confidence and not publicize or disclose them in any manner whatsoever.', [1]], ['The parties may disclose this Agreement in confidence to their respective attorneys, accountants, auditors, tax preparers, and financial advisors.', [1]], ['The Company may disclose this Agreement as necessary to fulfill standard or legally required corporate reporting or disclosure requirements.', [1]], ['The parties may disclose this Agreement insofar as such disclosure may be necessary to enforce its terms.', [1]], ['You must not disclose the terms of this Agreement to any current or former Company employee.', [2]]], 'unmatchedList2': [['Neither the fact that the Parties have reached a mutual agreement to conclude their relationship nor the official Separation Date agreed upon shall be considered confidential information subject to this provision.', [3]]], 'identical': [['You must hold the provisions of this Agreement in strictest confidence and not publicize or disclose them in any manner whatsoever.', [1], [1]], ['You may disclose this Agreement to your immediate family.', [1], [1]], ['You may disclose this Agreement in confidence to your attorney, accountant, auditor, tax preparer, and financial advisor.', [1], [1]], ['You may disclose this Agreement insofar as such disclosure may be required by law.', [1], [1]], ['Nothing in this Agreement limits your right to discuss your employment with the Equal Employment Opportunity Commission, United States Department of Labor, the National Labor Relations Board, other federal government agency or similar state or local agency or to discuss the terms and conditions of your employment with others to the extent expressly permitted by Section 7 of the National Labor Relations Act.', [3], [2]]], 'opposite': []}",0.45454545454545453,2
2 from 2 (2),"{'unmatchedList1': [['The Company may disclose this Agreement as necessary to fulfill standard or legally required corporate reporting or disclosure requirements.', [1]], ['The parties may disclose this Agreement in confidence to their respective attorneys, accountants, auditors, tax preparers, and financial advisors.', [1]], ['You and the Company must keep the provisions of this Agreement in strictest confidence and not publicize or disclose them in any manner whatsoever, subject to stated exceptions.', [1]], ['The parties may disclose this Agreement in confidence to their respective attorneys, accountants, auditors, tax preparers, and financial advisors.', [1]]], 'unmatchedList2': [['During the Consulting Period, you may inform Company employees and/or third parties that you are engaged as a consultant for the Company.', [3]]], 'identical': [['You must keep the provisions of this Agreement in strictest confidence and not publicize or disclose them in any manner whatsoever, subject to stated exceptions.', [1], [1]], ['You may disclose this Agreement to your immediate family.', [1], [1]], ['You may disclose this Agreement in confidence to your attorneys, accountants, auditors, tax preparers, and financial advisors.', [1], [1]], ['You may disclose this Agreement insofar as such disclosure may be necessary to enforce its terms or as otherwise required by law.', [1], [1]]], 'opposite': []}",0.4444444444444444,3
3 from Everbridge,"{'unmatchedList1': [['The Company must keep the provisions of this Agreement confidential and not publicize or disclose them in any manner whatsoever, except as otherwise permitted.', [1]], ['The parties may disclose this Agreement in confidence to their respective attorneys, accountants, auditors, tax preparers, and financial advisors.', [1]], ['The Company may disclose this Agreement as necessary to fulfill standard or legally required corporate reporting or disclosure requirements.', [1]], ['The parties may disclose this Agreement insofar as such disclosure may be necessary to enforce its terms.', [1]], ['You must not disclose the terms of this Agreement to any current or former Company employee.', [2]]], 'unmatchedList2': [[""You agree not to disparage the Company and the Company's attorneys, directors, managers, partners, employees, agents and affiliates in any manner likely to be harmful to them or their business, business reputation or personal reputation, except when required by legal process."", [3]], ['This Agreement does not constitute an admission by the Company of any wrongful action or violation of any law or rights.', [4]]], 'identical': [['You must keep the provisions of this Agreement confidential and not publicize or disclose them in any manner whatsoever, except as otherwise permitted.', [1], [1]], ['You may disclose this Agreement to your immediate family.', [1], [1]], ['You may disclose this Agreement in confidence to your attorney, accountant, auditor, tax preparer, and financial advisor.', [1], [1]], ['You may disclose this Agreement insofar as such disclosure may be required by law.', [1], [1]], ['Nothing in this Agreement limits your right to discuss your employment with the Equal Employment Opportunity Commission, United States Department of Labor, the National Labor Relations Board, other federal government agency or similar state or local agency, or to discuss the terms and conditions of your employment with others to the extent expressly permitted by Section 7 of the National Labor Relations Act.', [2], [2]]], 'opposite': []}",0.4166666666666667,4
Biocept,"{'unmatchedList1': [['The Company must keep the provisions of this Agreement in strictest confidence and not publicize or disclose them in any manner whatsoever, subject to stated exceptions.', [1]], ['The parties may disclose this Agreement in confidence to their respective attorneys, accountants, auditors, tax preparers, and financial advisors.', [1]], ['The Company may disclose this Agreement as necessary to fulfill standard or legally required corporate reporting or disclosure requirements.', [1]], ['The parties may disclose this Agreement insofar as such disclosure may be necessary to enforce its terms or as otherwise required by law.', [1]], ['Nothing in this Agreement shall limit your right to voluntarily communicate with the Equal Employment Opportunity Commission, United States Department of Labor, the National Labor Relations Board, the Securities and Exchange Commission, other federal government agency or similar state or local agency or to discuss the terms and conditions of your employment with others to the extent expressly permitted by Section 7 of the National Labor Relations Act.', [3]]], 'unmatchedList2': [['You may disclose this Agreement in confidence to your creditors.', [1]], ['You may make such statements and disclosures as set forth in the section of this Agreement entitled ""Protected Rights.""', [1]], ['You agree not to disclose the terms of this Agreement to any current or former Company independent contractor.', [2]]], 'identical': [['You must keep the provisions of this Agreement in strictest confidence and not publicize or disclose them in any manner whatsoever, subject to stated exceptions.', [1], [1]], ['You may disclose this Agreement to your immediate family.', [1], [1]], ['You may disclose this Agreement in confidence to your attorneys, accountants, tax preparers, and financial advisors.', [1], [1]], ['You may disclose this Agreement insofar as such disclosure may be necessary to enforce its terms or as otherwise required by law.', [1], [1]], ['You agree not to disclose the terms of this Agreement to any current or former Company employee.', [2], [2]]], 'opposite': []}",0.38461538461538464,5
Mirum,"{'unmatchedList1': [['The Company must keep the provisions of this Agreement confidential and not publicize or disclose them in any manner whatsoever, subject to stated exceptions.', [1]], ['The parties may disclose this Agreement in confidence to their respective attorneys, accountants, auditors, tax preparers, and financial advisors.', [1]], ['The Company may disclose this Agreement as necessary to fulfill standard or legally required corporate reporting or disclosure requirements.', [1]], ['The parties may disclose this Agreement in confidence to their respective auditors.', [1]], ['Nothing in this Agreement shall limit your right to voluntarily communicate with the Equal Employment Opportunity Commission, United States Department of Labor, the National Labor Relations Board, the Securities and Exchange Commission, other federal government agency or similar state or local agency.', [3]], ['Nothing in this Agreement shall limit your right to discuss the terms and conditions of your employment with others to the extent expressly permitted by Section 7 of the National Labor Relations Act.', [3]]], 'unmatchedList2': [[""You may make such statements and disclosures as set forth in the section of this Agreement entitled 'Protected Rights.'"", [1]], ['You agree not to disclose the terms of this Agreement to any current or former Company independent contractor.', [2]]], 'identical': [['You must keep the provisions of this Agreement confidential and not publicize or disclose them in any manner whatsoever, subject to stated exceptions.', [1], [1]], ['You may disclose this Agreement to your immediate family.', [1], [1]], ['You may disclose this Agreement to your attorneys, accountants, tax preparers, and financial advisors.', [1], [1]], ['You may disclose this Agreement as necessary to enforce its terms or as otherwise required by law.', [1], [1]], ['You agree not to disclose the terms of this Agreement to any current or former Company employee.', [2], [2]]], 'opposite': []}",0.38461538461538464,5
Adagio,"{'unmatchedList1': [['The Company must hold the provisions of this Agreement in strictest confidence and must not publicize or disclose them in any manner whatsoever, except as expressly permitted.', [1]], ['The parties may disclose this Agreement in confidence to their respective attorneys, accountants, auditors, tax preparers, and financial advisors.', [1]], ['The Company may disclose this Agreement as necessary to fulfill standard or legally required corporate reporting or disclosure requirements.', [1]], ['The parties may disclose this Agreement insofar as such disclosure may be necessary to enforce its terms.', [1]], ['You must not disclose the terms of this Agreement to any current or former Company employee.', [2]]], 'unmatchedList2': [[""You must not disparage the Company and the Company's attorneys, directors, managers, partners, employees, agents and affiliates in any manner likely to be harmful to them or their business, business reputation or personal reputation, except you may respond accurately and fully to any question, inquiry or request for information when required by legal process."", [3]], ['You must, by no later than the Effective Date, delete or otherwise remove any and all disparaging public comments or statements that you made prior to the Effective Date about or relating to the Company, including comments in online forums or on websites.', [4]], ['You must cooperate fully with the Company in all matters relating to the transition of your work and responsibilities on behalf of the Company, including the orderly transfer of any such work and institutional knowledge to such other persons as may be designated by the Company, by making yourself reasonably available during regular business hours.', [6]]], 'identical': [['You must not publicize or disclose the provisions of this Agreement in any manner whatsoever, except as expressly permitted.', [1], [1]], ['You may disclose this Agreement to your immediate family.', [1], [1]], ['You may disclose this Agreement in confidence to your attorney, accountant, auditor, tax preparer, and financial advisor.', [1], [1]], ['You may disclose this Agreement insofar as such disclosure may be required by law.', [1], [1]], ['Nothing in this Agreement limits your right to voluntarily communicate with the Equal Employment Opportunity Commission, United States Department of Labor, the National Labor Relations Board, the Securities and Exchange Commission, other federal government agency or similar state or local agency or to discuss the terms and conditions of your employment with others to the extent expressly permitted by Section 7 of the National Labor Relations Act.', [3], [2]]], 'opposite': []}",0.38461538461538464,5
Proteostatus,"{'unmatchedList1': [['The Company must keep the provisions of this Agreement confidential and not publicize or disclose them in any manner whatsoever, except as otherwise permitted.', [1]], ['The parties may disclose this Agreement in confidence to their respective attorneys, accountants, auditors, tax preparers, and financial advisors.', [1]], ['The Company may disclose this Agreement as necessary to fulfill standard or legally required corporate reporting or disclosure requirements.', [1]], ['The parties may disclose this Agreement insofar as such disclosure may be necessary to enforce its terms.', [1]], ['You must not disclose the terms of this Agreement to any current or former Company employee.', [2]]], 'unmatchedList2': [[""You agree not to disparage the Company, and the Company's attorneys, directors, managers, partners, employees, agents and affiliates, in any manner likely to be harmful to them or their business, business reputation or personal reputation."", [3]], ['You may respond accurately and fully to any question, inquiry or request for information when required by legal process.', [3]], ['During the time that you are receiving payments under this Agreement, you agree to cooperate fully with the Company in all matters relating to the transition of your work and responsibilities on behalf of the Company, including, but not limited to, any present, prior or subsequent relationships and the orderly transfer of any such work and institutional knowledge to such other persons as may be designated by the Company, by making yourself reasonably available during regular business hours.', [5]]], 'identical': [['You must keep the provisions of this Agreement confidential and not publicize or disclose them in any manner whatsoever, except as otherwise permitted.', [1], [1]], ['You may disclose this Agreement to your immediate family.', [1], [1]], ['You may disclose this Agreement in confidence to your attorney, accountant, auditor, tax preparer, and financial advisor.', [1], [1]], ['You may disclose this Agreement insofar as such disclosure may be required by law.', [1], [1]], ['Nothing in this Agreement limits your right to voluntarily communicate with the Equal Employment Opportunity Commission, United States Department of Labor, the National Labor Relations Board, the Securities and Exchange Commission, other federal government agency or similar state or local agency or to discuss the terms and conditions of your employment with others to the extent expressly permitted by Section 7 of the National Labor Relations Act.', [2], [2, 4]]], 'opposite': []}",0.38461538461538464,5
Verrica,"{'unmatchedList1': [['The Company must hold the provisions of this Agreement in strictest confidence and not publicize or disclose them in any manner whatsoever, except as expressly permitted.', [1]], ['The parties may disclose this Agreement in confidence to their respective attorneys, accountants, auditors, tax preparers, and financial advisors.', [1]], ['The Company may disclose this Agreement as necessary to fulfill standard or legally required corporate reporting or disclosure requirements.', [1]], ['The parties may disclose this Agreement insofar as such disclosure may be necessary to enforce its terms.', [1]], ['You must not disclose the terms of this Agreement to any current or former Company employee.', [2]]], 'unmatchedList2': [[""You and the Company must not disparage each other, and the other's attorneys, directors, managers, partners, employees, agents and affiliates, in any manner likely to be harmful to them or their business, business reputation or personal reputation."", [3]], ['You and the Company will respond accurately and fully to any question, inquiry or request for information when required by legal process.', [3]], ['The obligations of the Company under the non-disparagement provision apply only to the senior management team and the members of the Board of Directors.', [4]], ['This Agreement does not constitute an admission by you or by the Company of any wrongful action or violation of any federal, state, or local statute, or common law rights.', [6]]], 'identical': [['You must hold the provisions of this Agreement in strictest confidence and not publicize or disclose them in any manner whatsoever, except as expressly permitted.', [1], [1]], ['You may disclose this Agreement to your immediate family.', [1], [1]], ['You may disclose this Agreement in confidence to your attorney, accountant, auditor, tax preparer, and financial advisor.', [1], [1]], ['You may disclose this Agreement insofar as such disclosure may be required by law.', [1], [1]], ['Nothing in this Agreement limits your right to voluntarily communicate with the Equal Employment Opportunity Commission, United States Department of Labor, the National Labor Relations Board, other federal government agency or similar state or local agency or to discuss the terms and conditions of your employment with others to the extent expressly permitted by Section 7 of the National Labor Relations Act.', [2], [2, 5]]], 'opposite': []}",0.35714285714285715,6
