Doc,Obls,Score,Rank
Immunomedics 2,"{'unmatchedList1': [], 'unmatchedList2': [], 'identical': [['Executive MUST NOT, without prior written Board approval, directly or indirectly engage (in any capacity) in any business or other activity anywhere in the world that competes with the Company in the field of cancer drugs, biopharmaceuticals, therapeutics or treatments, including research, development, testing, manufacture, sale, marketing, or licensing, during Executive’s employment and for 12 months after termination (for any reason).', [1], [1]], ['The non-competition prohibition MUST NOT prevent Executive’s post-termination employment or engagement with any company or business organization, provided the activities do not involve work on matters related to the Company’s Business during Executive’s employment.', [2], [2]], ['Executive MAY own up to 5% of any class of securities of a public company, and MAY own up to 5% of any class of stock/partnership interests/other securities of any entity; such ownership MUST NOT be considered competition with the Company.', [3], [3]]], 'opposite': []}",1.0
2 from Tilray,"{'unmatchedList1': [['Covered prohibited competitive activity is defined as engaging in any business or other activity anywhere in the world that competes with the Company in the field of cancer drugs, biopharmaceuticals, therapeutics or treatments (including research, development, testing, manufacture, sale, marketing, or licensing).', [1]], ['Permitted ownership cap for securities of a public company: up to 5% of any class.', [3]], ['Permitted ownership cap for stock/partnership interests/other securities of any entity: up to 5% of any class.', [3]]], 'unmatchedList2': [['Covered prohibited activity is defined as engaging in research, development, testing, manufacture, sale, marketing, or licensing related to products or services developed or provided by the Company (geographically limited to the United States and Canada).', [1]], ['Permitted ownership cap for securities of a public company: up to 2% of any class.', [3]], ['Permitted ownership cap for stock/partnership interests/other securities of any entity: up to 2% of any class.', [3]]], 'identical': [['Executive MUST_NOT, without prior written approval of the Board, directly or indirectly engage in covered competitive Business activities during employment and for 12 months after termination (Non-Competition Period).', [1], [1]], [""The non-competition prohibition does not prevent Executive from post-termination employment/engagement, provided the activities do not involve work on matters related to the Business of the Company during Executive's employment."", [2], [2]], ['Executive MAY own securities of a public company up to a capped percentage per class, and such ownership is not considered competition with the Company.', [3], [3]], ['Executive MAY own stock/partnership interests/other securities of any entity up to a capped percentage per class, and such ownership is not considered competition with the Company.', [3], [3]]], 'opposite': []}",0.4,1
1 Deerfield,"{'unmatchedList1': [['Non-Competition Period duration is 12 months after termination (in addition to during employment).', [1]], ['The prohibited “Business” is competing with the Company in the field of cancer drugs, biopharmaceuticals, therapeutics or treatments, including research, development, testing, manufacture, sale, marketing, or licensing of the same.', [1]], ['Geographic scope: the prohibited competing business/activity is anywhere in the world.', [1]]], 'unmatchedList2': [['Non-Competition Period duration is 24 months after termination (in addition to during employment).', [1]], ['The prohibited “Business” is providing (including as a provider or management services organization) professional medical services (diagnostic, therapeutic, ancillary, nursing, outpatient healthcare, pharmacy) in a primary care clinic setting (including multidisciplinary primary care practice).', [1]]], 'identical': [['Executive must not, without the Board’s prior written approval, directly or indirectly engage in the defined “Business” during employment and for the stated Non-Competition Period after termination (for any reason, voluntary or involuntary), whether alone or in any capacity with any company/entity/enterprise.', [1], [1]], ['The non-competition prohibition does not prevent Executive’s post-termination employment/engagement with another company/business organization, provided the activities do not involve work on matters related to the Company’s Business during Executive’s employment.', [2], [2]], ['Executive is permitted to own up to 5% of any class of securities of a public company, and up to 5% of any class of securities (including stock/partnership interests/other securities) of any entity, and such ownership is not considered competition with the Company.', [3], [3]]], 'opposite': []}",0.375,2
Immunomedics 3,"{'unmatchedList1': [['Non-compete applies during Executive’s employment with the Company or any Company subsidiary or affiliate (not just the Company).', [1]], ['Restricted competitive scope is “the field of cancer drugs, biopharmaceuticals, therapeutics or treatments,” including research, development, testing, manufacture, sale, marketing, or licensing of the same.', [1]], ['Carve-out condition for permitted post-termination employment/engagement: activities must not involve work on matters related to the Business of the Company during Executive’s employment with the Company.', [2]]], 'unmatchedList2': [['Restricted “Business” includes activities relating to Therapeutic Agents that would operate via the same target/antigen or address the same primary patient population(s) as Therapeutic Agents Executive is engaged in researching and developing.', [1]], ['Restricted Business includes only the following Targets: Trop-2, CEACAM5, and HLA DR.', [2]], ['Carve-out condition for permitted post-termination employment/engagement: activities must not involve work on matters related to the Business as defined above.', [3]]], 'identical': [['Executive must not, without prior written Board approval, directly or indirectly engage anywhere in the world in the defined competitive “Business” during employment and for 12 months after termination.', [1], [1]], ['Post-termination employment/engagement is permitted, provided the activities do not involve work on matters related to the defined “Business.”', [2], [3]], ['Executive may own up to 5% of any class of securities of a public company, and may own up to 5% of any class of equity/other securities of any entity; such ownership is not considered competition with the Company.', [3], [4]]], 'opposite': []}",0.3333333333333333,3
Tilray 2,"{'unmatchedList1': [['Scope of prohibited competitive activity: any business or other activity anywhere in the world that competes with the Company in the field of cancer drugs, biopharmaceuticals, therapeutics or treatments, including research, development, testing, manufacture, sale, marketing, or licensing.', [1]], ['Executive is permitted to own up to 5% of any class of securities of (i) a public company and (ii) any entity; such ownership is not considered competition with the Company.', [3]]], 'unmatchedList2': [['Scope of prohibited activity is limited to engaging in research, development, testing, manufacture, sale, marketing, or licensing related to products or services developed or provided by the Company in the United States and Canada.', [1]], ['Executive is permitted to own up to 2% of any class of securities of (i) a public company and (ii) any entity; such ownership is not considered competition with the Company.', [3]]], 'identical': [['Executive must not, without the prior written approval of the Board, directly or indirectly engage (in any capacity) in competing activity during employment and for 12 months after termination (Non-Competition Period).', [1], [1]], ['The non-competition prohibition does not prevent Executive’s post-termination employment/engagement, provided the activities do not involve work on matters related to the Company’s Business during Executive’s employment.', [2], [2]]], 'opposite': []}",0.3333333333333333,3
Auxillium 3,"{'unmatchedList1': [['Non-compete scope is worldwide (anywhere in the world).', [1]], ['Competing business/activity is defined as competing with the Company specifically in the field of cancer drugs, biopharmaceuticals, therapeutics or treatments (including research, development, testing, manufacture, sale, marketing, licensing).', [1]], ['Post-termination employment/engagement exception is limited to not involving work on matters related to the Company’s Business during Executive’s employment (temporal reference: during employment).', [2]]], 'unmatchedList2': [['Non-compete geographic scope is limited to any place where the Company and/or its partners/affiliates are selling Company products.', [1]], ['Competing business/activity is limited to competing with the Employer in the sale of pharmaceutical/other products being manufactured/marketed/distributed/developed by the Employer while Executive is employed and at the time of termination (product/time-specific limitation).', [1]], ['Post-termination employment/engagement exception is limited to not involving work on matters related to products being developed/manufactured/marketed by the Employer at the time of termination (temporal reference: time of termination).', [2]]], 'identical': [['Executive MUST_NOT, without the Board’s prior written approval, directly or indirectly engage (in any capacity, including as partner/officer/director/consultant/agent/employee/stockholder, etc.) in a competing business/activity during employment and for 12 months/1 year after termination (any reason).', [1], [1]], ['Executive MAY, after termination, be employed/engaged by another company so long as the activities do not involve work on matters related to the Company/Employer’s relevant business/products (i.e., the subject matter covered by the non-compete).', [2], [2]], ['Executive MAY own up to 5% of any class of securities of a public company and up to 5% of any class of equity/other securities of any entity; such ownership is not considered competition.', [3], [3]]], 'opposite': []}",0.3333333333333333,3
Immunomedics,"{'unmatchedList1': [['Non-competition restriction duration: 12 months after termination (Non-Competition Period).', [1]], ['Non-competition restriction geographic scope: anywhere in the world.', [1]], ['Non-competition restricted field scope: cancer drugs, biopharmaceuticals, therapeutics or treatments (including research, development, testing, manufacture, sale, marketing, licensing).', [1]], ['Board approval condition applies even if Executive acts as representative or in any other capacity (in addition to listed roles).', [1]], ['Post-termination employment/engagement carve-out condition is limited to matters related to the Company’s Business during Executive’s employment with the Company.', [2]]], 'unmatchedList2': [['Non-competition restriction duration: two (2) years after termination.', [1]], ['Non-competition restriction geographic scope: United States or Canada.', [1]], ['Non-competition restricted field scope: therapeutic antibodies for cancer.', [1]], ['Post-termination employment/engagement carve-out condition is limited to matters related to the products being developed, manufactured, or marketed by the Employer during Executive’s employment with the Employer.', [2]]], 'identical': [['Executive MUST_NOT engage (directly or indirectly) in any competing business/activity during employment and for a post-termination period, unless Executive has the Board’s prior written approval.', [1], [1]], ['Executive MAY be employed/engaged after termination by another company, provided the work does not involve matters related to the Company/Employer’s relevant business/products during Executive’s employment.', [2], [2]], ['Executive MAY own up to 5% of any class of securities of a public company, and such ownership is not considered competition.', [3], [3]], ['Executive MAY own up to 5% of any class of stock/partnership interests/other securities of any entity, and such ownership is not considered competition.', [3], [3]]], 'opposite': []}",0.3076923076923077,4
Auxillium,"{'unmatchedList1': [['Non-compete scope applies worldwide.', [1]], ['Non-compete covers competition with the Company specifically in the field of cancer drugs, biopharmaceuticals, therapeutics or treatments, including research, development, testing, manufacture, sale, marketing, or licensing.', [1]], ['Executive may engage in post-termination employment/engagement only if it does not involve work on matters related to the Company’s Business during Executive’s employment with the Company (time reference: during employment).', [2]]], 'unmatchedList2': [['Non-compete scope applies only in geographic places where the Company and/or its partners or affiliates are selling Company products.', [1]], ['Non-compete covers competition with the Employer in the sale of pharmaceutical/other products being manufactured, marketed, distributed or developed by the Employer while Executive is employed and at termination.', [1]], ['Executive may engage in post-termination employment/engagement only if it does not involve work on matters related to the products being developed/manufactured/marketed by the Employer at the time of termination (time reference: at termination).', [2]], ['Executive must not (directly or indirectly) solicit/entice/induce any customer (re products then sold or under development by Employer) to become a customer of another person or to cease doing business with Employer, and must not approach such customer for that purpose; and must not authorize or knowingly approve others doing so, during employment and for 1 year post-termination.', [4]], ['Executive must not (directly or indirectly) solicit or recruit any employee of the Employer to work for a third party other than the Employer (excluding general-circulation newspaper/similar solicitations), during employment and for 1 year post-termination.', [4]], ['Non-solicitation restrictions do not apply to general solicitations not focused to any group of customers itemized on the Employer’s customer list.', [4]]], 'identical': [['Executive must not engage (directly or indirectly) in a competing business/activity during employment and for 12 months/1 year after termination, unless Board gives prior written approval.', [1], [1]], ['Post-termination employment/engagement is permitted so long as the activities do not involve work on matters related to the restricted business/products.', [2], [2]], ['Executive may own up to 5% of any class of securities of a public company, and such ownership is not considered competition.', [3], [3]], ['Executive may own up to 5% of any class of stock/partnership interests/other securities of any entity, and such ownership is not considered competition.', [3], [3]]], 'opposite': []}",0.3076923076923077,4
Zeta Global,"{'unmatchedList1': [['Board must provide prior written approval for Executive to engage (directly or indirectly; in any capacity) in competing activity during the Non-Competition Period (otherwise prohibited).', [1]], ['Competing activity includes (non-exhaustively) research, development, testing, manufacture, sale, marketing, or licensing in the Company’s field of cancer drugs, biopharmaceuticals, therapeutics or treatments.', [1]], ['Exception: after termination, Executive may be employed/engaged by another company as long as the activities do not involve work on matters related to the Business of the Company during Executive’s employment with the Company.', [2]]], 'unmatchedList2': [['Board condition is satisfied by prior disclosure to the Board (rather than prior written approval) for Executive to engage in competing activity during the Non-Competition Period (otherwise prohibited).', [1]], ['The Company’s Business covered by the non-compete is building and offering digital marketing data management technology to large business to consumer enterprises.', [1]], ['Exception: after termination, Executive may be employed/engaged by another company as long as the activities do not involve work on matters related to the products being developed, manufactured, or marketed by the Company during Executive’s employment with the Company.', [2]], ['Exception: the prohibition shall not prevent Executive from engaging in Permitted Outside Activities.', [2]]], 'identical': [['Executive must not, during the Non-Competition Period, engage anywhere in the world in any business or other activity that competes with the Company’s Business, unless the Board condition is satisfied (approval/disclosure).', [1], [1]], ['Executive may own up to 5% of any class of securities of a public company, and such ownership is not considered competition with the Company.', [3], [3]], ['Executive may own up to 5% of any class of stock/partnership interests/other securities of any entity, and such ownership is not considered competition with the Company.', [3], [3]]], 'opposite': []}",0.3,5
Auxillium 2,"{'unmatchedList1': [['Geographic scope of non-compete is worldwide.', [1]], ['Scope of competing field is limited to cancer drugs, biopharmaceuticals, therapeutics or treatments, including research, development, testing, manufacture, sale, marketing, or licensing of the same.', [1]], ['Non-compete applies even if Executive acts as representative or in any other capacity (in addition to listed roles).', [1]], ['Post-termination carve-out condition is that Executive’s new activities do not involve work on matters related to the Company’s Business during Executive’s employment with the Company.', [2]]], 'unmatchedList2': [['Geographic scope of non-compete is limited to places where the Company and/or its partners or affiliates are selling Company products.', [1]], ['Scope of non-compete is limited to competition in the sale of pharmaceutical or other products being manufactured, marketed, distributed or developed by the Employer while Executive is employed and at the time of termination.', [1]], ['Post-termination carve-out condition is that Executive’s new activities do not involve work on matters related to products being developed, manufactured, or marketed by the Employer at the time of termination.', [2]]], 'identical': [['Executive MUST_NOT, without the prior written approval of the Board, directly or indirectly engage in any business or other activity that competes with the Company/Employer during employment and for 12 months/1 year after termination (any reason).', [1], [1]], ['The non-competition prohibition does not prevent Executive from post-termination employment/engagement with another entity, provided Executive’s activities do not involve work on matters related to the Company/Employer’s business/products (as described) during employment/at termination.', [2], [2]], ['Executive MAY own up to 5% of any class of securities of a public company, and up to 5% of any class of stock/partnership interests/other securities of any entity, and such ownership is not considered competition.', [3], [3]]], 'opposite': []}",0.3,5
Tilray,"{'unmatchedList1': [['Scope of prohibited competing activity: engaging in any business/activity anywhere in the world that competes with the Company in the field of cancer drugs, biopharmaceuticals, therapeutics or treatments (including research, development, testing, manufacture, sale, marketing, or licensing).', [1]], ['Executive is permitted to own up to 5% of any class of securities of a public company; such ownership is not considered competition with the Company.', [3]], ['Executive is permitted to own up to 5% of any class of stock/partnership interests/other securities of any entity; such ownership is not considered competition with the Company.', [3]]], 'unmatchedList2': [['Scope of prohibited competing activity: engaging in research, development, testing, manufacture, sale, marketing, or licensing related to products or services developed or provided by the Company in the United States and Canada.', [1]], ['Executive is permitted to own up to 2% of any class of securities of a public company; such ownership is not considered competition with the Company.', [3]], ['Executive is permitted to own up to 2% of any class of stock/partnership interests/other securities of any entity; such ownership is not considered competition with the Company.', [3]]], 'identical': [['Executive must not, without the Board’s prior written approval, directly or indirectly engage (in any capacity) in the defined non-competition “Business” during employment and for 12 months after termination.', [1], [1]], ['The non-competition prohibition does not prevent post-termination employment/engagement so long as the activities do not involve work on matters related to the Company’s Business during Executive’s employment.', [2], [2]]], 'opposite': []}",0.25,6
