Doc,Obls,Score,Rank
Phreesa,"{'unmatchedList1': [], 'unmatchedList2': [], 'identical': [['Neither the Executive nor the Company may assign this Agreement (or any interest in it) without the other party’s prior written consent, except as expressly permitted for Company assignments.', [1], [1]], ['The Company may assign its rights and obligations under this Agreement (including the Restrictive Covenants Agreement) without the Executive’s consent to an affiliate.', [1], [1]], ['The Company may assign its rights and obligations under this Agreement (including the Restrictive Covenants Agreement) without the Executive’s consent to a person or entity with whom the Company later effects a reorganization, consolidates, or merges.', [1], [1]], ['The Company may assign its rights and obligations under this Agreement (including the Restrictive Covenants Agreement) without the Executive’s consent to a person or entity to whom the Company transfers all or substantially all of its properties or assets.', [1], [1]], ['This Agreement is binding upon and inures to the benefit of the Executive, the Company, and their respective successors, personal representatives, and permitted assigns.', [2], [2]]], 'opposite': []}",1.0
Chiasma,"{'unmatchedList1': [], 'unmatchedList2': [['The Company may assign to any affiliate at any time without your consent (the added timing qualifier “at any time”).', [1]], ['This Agreement is binding upon and inures to the benefit of each party’s executors, administrators, and heirs (additional categories beyond successors/permitted assigns).', [2]], ['This Agreement is binding upon and inures to the benefit of your personal representatives (additional category beyond successors/permitted assigns).', [2]]], 'identical': [['Neither the Executive/you nor the Company may assign this Agreement or any interest in it (by operation of law or otherwise) without the other party’s prior written consent.', [1], [1]], ['The Company may assign its rights and obligations under this Agreement (including the Restrictive Covenants/Restrictive Covenant Agreement) without the Executive’s/your consent to any affiliate.', [1], [1]], ['The Company may assign its rights and obligations under this Agreement (including the Restrictive Covenants/Restrictive Covenant Agreement) without the Executive’s/your consent to any person or entity with whom the Company effects a reorganization, consolidates with, or merges into, or to whom it transfers all or substantially all of its properties or assets.', [1], [1]], ['This Agreement is binding upon and inures to the benefit of the Executive/you and the Company and their respective successors and permitted assigns.', [2], [2]]], 'opposite': []}",0.5714285714285714,1
Verastem,"{'unmatchedList1': [['This Agreement is binding upon and inures to the benefit of each party’s personal representatives.', [2]]], 'unmatchedList2': [['This Agreement is binding upon and inures to the benefit of each party’s executors.', [2]], ['This Agreement is binding upon and inures to the benefit of each party’s administrators.', [2]], ['This Agreement is binding upon and inures to the benefit of each party’s heirs.', [2]]], 'identical': [['Neither the Executive nor the Company may assign this Agreement or any interest in it (by operation of law or otherwise) without the other party’s prior written consent.', [1], [1]], ['The Company may assign its rights and obligations under this Agreement without the Executive’s consent to an affiliate.', [1], [1]], ['The Company may assign its rights and obligations under this Agreement without the Executive’s consent to a person/entity with whom it effects a reorganization, consolidates, or merges, or to whom it transfers all or substantially all of its properties or assets.', [1], [1]], ['This Agreement is binding upon and inures to the benefit of the Executive and the Company.', [2], [2]], ['This Agreement is binding upon and inures to the benefit of the Executive’s and the Company’s respective successors and permitted assigns.', [2], [2]]], 'opposite': []}",0.5555555555555556,2
Two Contracts,"{'unmatchedList1': [['Company is permitted to assign its rights and obligations under this Agreement (including the Restrictive Covenants Agreement) without the Executive’s consent.', [1]], ['This Agreement will inure to the benefit of and be binding upon each party’s personal representatives.', [2]]], 'unmatchedList2': [['Company is permitted to assign its rights and obligations under this Agreement without the Executive’s consent if the Company effects a reorganization/consolidation/merger after the Effective Date.', [1]], ['This Agreement will inure to the benefit of and be binding upon each party’s executors.', [2]], ['This Agreement will inure to the benefit of and be binding upon each party’s administrators.', [2]], ['This Agreement will inure to the benefit of and be binding upon each party’s heirs.', [2]]], 'identical': [['Company and Executive are prohibited from assigning the Agreement or any interest in it (by operation of law or otherwise) without the other party’s prior written consent.', [1], [1]], ['Company is permitted to assign its rights and obligations under this Agreement to an affiliate without the Executive’s consent.', [1], [1]], ['Company is permitted to assign its rights and obligations under this Agreement without the Executive’s consent in connection with a reorganization, consolidation/merger, or transfer of all or substantially all assets/properties.', [1], [1]], ['This Agreement will inure to the benefit of and be binding upon the Company and the Executive and their respective permitted assigns.', [2], [2]], ['This Agreement will inure to the benefit of and be binding upon the Company and the Executive and their respective successors.', [2], [2]]], 'opposite': []}",0.45454545454545453,3
Rocket,"{'unmatchedList1': [['This Agreement will inure to the benefit of and be binding upon the Executive’s and the Company’s respective successors.', [2]], ['This Agreement will inure to the benefit of and be binding upon the Executive’s and the Company’s respective personal representatives.', [2]]], 'unmatchedList2': [['This Agreement will inure to the benefit of and be binding upon your and the Company’s respective successors.', [2]], ['This Agreement will inure to the benefit of and be binding upon your and the Company’s respective executors.', [2]], ['This Agreement will inure to the benefit of and be binding upon your and the Company’s respective administrators.', [2]], ['This Agreement will inure to the benefit of and be binding upon your and the Company’s respective heirs.', [2]]], 'identical': [['Executive/you and the Company are prohibited from assigning this Agreement or any interest in it (by operation of law or otherwise) without the other party’s prior written consent, subject to the stated Company carve-out.', [1], [1]], ['Company may assign its rights and obligations under this Agreement (including the Restrictive Covenants/Covenant Agreement) without the Executive’s/your consent to (i) any affiliate, or (ii) any person/entity in connection with a reorganization/consolidation/merger, or to whom it transfers all or substantially all assets.', [1], [1]], ['This Agreement will inure to the benefit of and be binding upon the Executive/you and the Company.', [2], [2]], ['This Agreement will inure to the benefit of and be binding upon the parties’ permitted assigns.', [2], [2]]], 'opposite': []}",0.4,4
United Surgical Partners,"{'unmatchedList1': [['Company may assign its rights and obligations under this Agreement (including the Restrictive Covenants Agreement) without the Executive’s consent to any affiliate', [1]], ['Company may assign its rights and obligations under this Agreement (including the Restrictive Covenants Agreement) without the Executive’s consent to any person or entity with whom the Company shall hereafter effect a reorganization, consolidate with, or merge into', [1]]], 'unmatchedList2': [['Company may assign its rights and obligations under this Agreement without the Executive’s consent in the event the Company shall hereafter effect a reorganization, consolidation or merger', [1]], ['This Agreement is binding upon and inures to the benefit of the Company and the Executive, their respective executors, administrators, and heirs (in addition to successors and permitted assigns)', [2]]], 'identical': [['Neither the Company nor the Executive may assign this Agreement (or any interest in it) by operation of law or otherwise without the other party’s prior written consent', [1], [1]], ['This Agreement is binding upon and inures to the benefit of the Company and the Executive and their respective successors and permitted assigns', [2], [2]]], 'opposite': []}",0.3333333333333333,5
Alibero,"{'unmatchedList1': [['Company may assign its rights and obligations under this Agreement without the Executive’s consent to any person or entity with whom the Company shall hereafter effect a reorganization, consolidate with, or merge into.', [1]], ['Company may assign its rights and obligations under this Agreement without the Executive’s consent to any person or entity to whom the Company transfers all or substantially all of its properties or assets.', [1]], ['Company may assign its rights and obligations under this Agreement (including the Restrictive Covenants Agreement) without the Executive’s consent in the permitted-assignment circumstances.', [1]], [""This Agreement shall inure to the benefit of and be binding upon each of the Executive's and the Company's respective successors and personal representatives and permitted assigns."", [2]]], 'unmatchedList2': [['Company may assign its rights and obligations under this Agreement without the Executive’s consent in the event the Company or Parent effects a reorganization with, consolidates with, or merges into an Affiliate or any Person.', [1]], ['Company may assign its rights and obligations under this Agreement without the Executive’s consent in the event the Company transfers or has transferred all or substantially all of its properties, outstanding stock, or assets to an Affiliate or any Person.', [1]], [""If all of the Company's rights and obligations under this Agreement are assigned under this section, then from and after such assignment each reference to Company shall be deemed to refer to the assignee."", [1]], ['This Agreement shall inure to the benefit of and be binding upon the parties’ respective successors, executors, administrators, heirs and permitted assigns.', [2]]], 'identical': [['Neither the Executive nor the Company may assign this Agreement or any interest in it by operation of law or otherwise without the other party’s prior written consent.', [1], [1]], ['The Company may assign its rights and obligations under this Agreement without the Executive’s consent to an affiliate.', [1], [1]], ['This Agreement shall inure to the benefit of and be binding upon the Company and the Executive and their respective successors and permitted assigns.', [2], [2]]], 'opposite': []}",0.2727272727272727,6
Rezolute,"{'unmatchedList1': [['Company may assign its rights and obligations under this Agreement (including the Restrictive Covenants Agreement) without Executive’s consent to any affiliate.', [1]], ['Company may assign its rights and obligations under this Agreement (including the Restrictive Covenants Agreement) without Executive’s consent to any person or entity with whom the Company effects a reorganization, consolidates, or merges into, or to whom it transfers all or substantially all properties or assets.', [1]], ['This Agreement will inure to the benefit of and be binding upon the Executive’s and the Company’s respective successors, personal representatives, and permitted assigns.', [2]]], 'unmatchedList2': [['Company may assign its rights under this Agreement without Executive’s consent in the event the Company effects a reorganization, consolidates with or merges into any other Person, or transfers all or substantially all properties or assets to any other Person.', [1]], ['Company shall assign its obligations under this Agreement without Executive’s consent in the event the Company effects a reorganization, consolidates with or merges into any other Person, or transfers all or substantially all properties or assets to any other Person.', [1]], ['This Agreement will inure to the benefit of and be binding upon the parties’ respective successors, executors, administrators, heirs, and permitted assigns.', [2]]], 'identical': [['Executive and Company are prohibited from assigning this Agreement or any interest in it (by operation of law or otherwise) without the other party’s prior written consent.', [1], [1]], ['This Agreement will inure to the benefit of and be binding upon the Company and the Executive and their respective permitted assigns.', [2], [2]]], 'opposite': []}",0.25,7
Abiomed,"{'unmatchedList1': [['Company may assign its rights and obligations under this Agreement (including the Restrictive Covenants Agreement) without the Executive’s consent to any affiliate.', [1]], ['Company may assign its rights and obligations under this Agreement (including the Restrictive Covenants Agreement) without the Executive’s consent to any person or entity with whom the Company shall hereafter effect a reorganization, consolidate with, or merge into.', [1]], ['Company may assign its rights and obligations under this Agreement (including the Restrictive Covenants Agreement) without the Executive’s consent to a person or entity to whom it transfers all or substantially all of its properties or assets.', [1]], ['This Agreement will inure to the benefit of and be binding upon each party’s personal representatives.', [2]]], 'unmatchedList2': [['Executive may assign the Executive’s economic rights under the Agreement to the Executive’s estate or beneficiaries upon the Executive’s death.', [1]], ['Company may assign its rights and obligations under this Agreement without the Executive’s consent if the Company is a party to a reorganization, consolidation, merger, or sale of all or substantially all of its properties, stock, or assets.', [1]], ['This Agreement will inure to the benefit of and be binding upon each party’s executors, administrators, heirs.', [2]]], 'identical': [['Company and Executive are prohibited from assigning this Agreement or any interest in it by operation of law or otherwise without the other party’s prior written consent.', [1], [1]], ['This Agreement will inure to the benefit of and be binding upon the Company and the Executive and their respective successors and permitted assigns.', [2], [2]]], 'opposite': []}",0.2222222222222222,8
Phio Pharm,"{'unmatchedList1': [[""Company may assign its rights and obligations under this Agreement (including the Restrictive Covenants Agreement) without the Executive's consent to any affiliate."", [1]], [""Company may assign its rights and obligations under this Agreement (including the Restrictive Covenants Agreement) without the Executive's consent to any person or entity with whom the Company later reorganizes, consolidates with, or merges into, or to whom it transfers all or substantially all of its properties or assets."", [1]], ['Agreement is binding upon and inures to the benefit of each party’s personal representatives.', [2]]], 'unmatchedList2': [['Company may assign its rights and obligations under this Agreement without the consent of the Executive if the Executive is transferred to a position with any of the Affiliates.', [1]], ['Company may assign its rights and obligations under this Agreement without the consent of the Executive in the event the Company later reorganizes, consolidates with, or merges into any Person.', [1]], ['Company may assign its rights and obligations under this Agreement without the consent of the Executive in the event the Company transfers all or substantially all of its properties or assets to any Person.', [1]], ['Agreement is binding upon and inures to the benefit of each party’s executors, administrators, and heirs.', [2]]], 'identical': [['Neither the Company nor the Executive may assign this Agreement (or any interest in it) by operation of law or otherwise without the prior written consent of the other.', [1], [1]], ['This Agreement is binding upon and inures to the benefit of the Company and the Executive and their respective successors and permitted assigns.', [2], [2]]], 'opposite': []}",0.2222222222222222,8
